id,bucket,top_similarity,top_opl_path,top_ans_count,top_status,opl_first_answer,current_submission_answer,agree
702,PARAM,0.8378,Contrib/Mizzou/Algebra/polynomials_add_sub_mult/poly_add_05_ia.pg,1,PARAMETERIZED,"$ans->cmp(tolType => 'absolute', tolerance => .000000001)","Okay, let's see. I need to add these two polynomials: (-u⁴ - 2u³ - u² - 5u - 5) and (-2u³ + 4u² - u ",NO
703,PARAM,0.8038,OpenProblemLibrary/UCSB/Stewart5_7_2/Stewart5_7_2_40.pg,1,PARAMETERIZED,"num_cmp(""$a*(-1/3+sqrt(3)+0.5*ln(1/sqrt(3))-0.5*ln(2-sqrt(3)))"")","Okay, let's try to compute this integral: ∫6 / sin⁶(3x) dx. Hmm, first, maybe I can simplify the int",NO
704,PARAM,0.9449,OpenProblemLibrary/Rochester/setStatistics4HypothesisTesting/ur_stt_4_23.pg,3,PARAMETERIZED,num_cmp($z),"Okay, let's tackle this problem step by step. First, I need to figure out what kind of hypothesis te",NO
705,LOW,0.7089,OpenProblemLibrary/CollegeOfIdaho/setStatistics_Ch01PicturingDistributionsWithGraphs/01Stats_04_PictDistnsWGraphs.pg,0,FAILED,,"Okay, let's tackle each of these statements one by one. I need to remember what each type of measure",
706,PARAM,0.7766,OpenProblemLibrary/NAU/setTrigHalfDouble/CosineHalf2.pg,1,PARAMETERIZED,exact_no_trig($ans),"Okay, let's see. I need to find the fourth root of 78 raised to the 7th power. So that's written as ",NO
707,PARAM,0.9661,OpenProblemLibrary/maCalcDB/setAlgebra32EqnSystems/sw7_2_45.pg,2,PARAMETERIZED,num_cmp($ans1),"Let x = amount at 10%, then 2x = amount at 6%.

Interest equation:
0.06(2x) + 0.10(x) = 572
0.12x + ",NO
708,PARAM,0.8812,OpenProblemLibrary/Union/setDervOptimization/4-5-29.pg,1,PARAMETERIZED,"List(-$ans, $ans)->cmp","Okay, let's try to solve this problem step by step. The problem says: ""One number is 9 less than a s",NO
709,PARAM,0.7616,OpenProblemLibrary/FortLewis/Calc2/9-1-Sequences/HGM5-09-01-40-Sequences.pg,2,PARAMETERIZED,Real($seq[1])->cmp(),"I need to find the Pisano period π(n) for n = 58, 59, 60, 61, 62, 63, 64, 65, 66, 67.

The Pisano pe",NO
710,PARAM,0.8610,OpenProblemLibrary/LoyolaChicago/Precalc/Chap6Sec7/Q35.pg,2,PARAMETERIZED,"List(Compute(""$ans1""),Compute(""$ans2""))->cmp()","Okay, let's see. I need to solve the equation \(8 \cos(x + 3) = 1\) for \(x\) in the interval \([0, ",NO
711,PARAM,0.7397,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.2.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem. So, we have this algorithm defining a(n) as the number o",NO
712,PARAM,0.9062,OpenProblemLibrary/CollegeOfIdaho/setStatistics_Ch09Experiments/09Stats_01_Experiments.pg,3,PARAMETERIZED,radio_cmp($mc[$order[0]]->correct_ans),"Okay, let's tackle this problem step by step. So, we have a study where college students visit a nur",NO
713,LOW,0.7787,Contrib/PCC/BasicAlgebra/RadicalsAndRationalExponents/RadicalDivisionProperty20.pg,0,FAILED,,"Okay, let's tackle these two problems one by one. Starting with part (a): -√⁵(243). Hmm, fifth root ",
714,PARAM,0.8421,OpenProblemLibrary/NewHampshire/NECAP/grade8/gr8-2007/n8-2007-3rs.pg,1,PARAMETERIZED,radio_cmp($radio->correct_ans()),"Okay, let's see. Jason buys sports equipment worth $80.00 and has to pay 5% sales tax. I need to fin",NO
715,PARAM,0.9843,OpenProblemLibrary/CollegeOfIdaho/setStatistics_Ch11SamplingDistributions/11Stats_04_SamplingDistns.pg,4,PARAMETERIZED,$ans_a->cmp,"Okay, let's tackle this problem step by step. First, part (a) says: ""Let x be the weight of a juveni",NO
716,PARAM,0.9494,OpenProblemLibrary/UVA-Stat/setStat212-Homework12/stat212-HW12-08.pg,1,PARAMETERIZED,num_cmp($ssr/($sse+$ssr)),"Okay, let's see. I need to find the coefficient of determination for a least-squares regression. Hmm",NO
717,PARAM,0.7800,OpenProblemLibrary/maCalcDB/setAlgebra29LogFunctions/srw4_3_37.pg,2,PARAMETERIZED,num_cmp($ans1),"6³ + 6⁵ = 216 + 7776 = 7992
</think>

\boxed{7992}",NO
718,PARAM,0.7443,Contrib/CollegeofIdaho/Statistics/set01DescriptiveStats/Stats_01a_DescriptiveStats.pg,1,PARAMETERIZED,$popup->cmp(),"Okay, let's tackle this problem step by step. First, I need to find the mean and the median of the g",NO
719,PARAM,0.8225,OpenProblemLibrary/UMass-Amherst/Abstract-Algebra/PS-GroupActions/GroupActions5.pg,1,PARAMETERIZED,num_cmp( $ans ),"Using Burnside's lemma with the rotation group of the cube (order 24).

The rotations of a cube and ",NO
720,PARAM,0.8509,OpenProblemLibrary/Wiley/setAnton_Section_8.3/Anton_8_3_Q16b.pg,1,PARAMETERIZED,"$ans->with(tolType=>'absolute', tolerance=>0.00002)->cmp","Okay, let's try to figure out this problem. So, we have an initial value problem: y' = a x + b, with",NO
721,PARAM,0.8009,OpenProblemLibrary/NAU/setStatistics/MarginError.pg,1,PARAMETERIZED,num_cmp($MOE),"Okay, let's tackle each part one by one. Starting with part (a).

**Problem (a):** The question is a",NO
722,LOW,0.7361,OpenProblemLibrary/Utah/Intermediate_Algebra/set2_Fundamentals_of_Algebra/s2p19.pg,1,OK,"num_cmp(28, mode=>""strict"")","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
723,PARAM,0.8229,OpenProblemLibrary/NAU/setTrigSumDiff/TrigSum5.pg,3,PARAMETERIZED,exact_no_trig($ans1),"Okay, let's tackle these two problems one by one. First, I need to remember the trigonometric identi",NO
724,PARAM,0.7779,OpenProblemLibrary/WHFreeman/Rogawski_Calculus_Early_Transcendentals_Second_Edition/10_Infinite_Series/10.1_Sequences/10.1.31.pg,3,PARAMETERIZED,$ans1->cmp,"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
725,PARAM,0.9501,OpenProblemLibrary/Rochester/setStatistics7MultinomialContingency/ur_stt_7_6.pg,3,PARAMETERIZED,num_cmp($stat),"Okay, let's try to solve this problem step by step. First, we need to test the claim that gender is ",NO
726,LOW,0.8544,Contrib/PCC/BasicMath/Rate/UseRateOfChange10.pg,0,FAILED,,"The ratio is 1 teaspoon vinegar to 6 teaspoons oil.

**Question 1:** 42 teaspoons oil ÷ 6 = 7 teaspo",
727,PARAM,0.7220,OpenProblemLibrary/Dartmouth/setStewartCh15S7/problem_11.pg,1,PARAMETERIZED,"List(Real($k/3),Real($k/3),Real($k/3))->cmp()","This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
728,PARAM,0.7415,OpenProblemLibrary/UMN/algebraKaufmannSchwitters/ks_14_3_1.pg,1,PARAMETERIZED,$ans->cmp(promoteReals=>1),"New salary = 1.05 × old salary = 84000

Old salary = 84000 / 1.05 = 80000
</think>

\boxed{80000}",NO
729,PARAM,0.7831,Contrib/Michigan/linalg/bretscher/readQ/chap2/readQ2-3_3.pg,1,PARAMETERIZED,$c11->cmp(),"Find |A^2012|.

A is block diagonal: A = diag(B, C) where B = [[2,5],[1,3]] and C = [[2,1],[1,2]].

",NO
730,PARAM,0.8004,OpenProblemLibrary/ma122DB/set1/s1_3_16.pg,1,PARAMETERIZED,num_cmp($ans),"We need to evaluate the limit as P(x,y) → P(m+n, m-n) of the given rational expression, with the con",NO
731,MED,0.8098,OpenProblemLibrary/NewHampshire/unh_schoolib/Miscellaneous_Contest_Problems/mcpsnc401.pg,1,OK,Real(30)->cmp,"We need ordered pairs $(a,b)$ of positive integers where:
- $a \nmid 720$
- $b \nmid 720$  
- $ab \m",NO
732,PARAM,0.8329,Pending/MountAllison/3-2_Determinants/determinant_of_products.pg,4,PARAMETERIZED,std_num_cmp($ans1),"We need to find |B| where B = (α₂ - 2α₃, α₁, α₂).

Express B's columns in terms of A's columns (α₁, ",NO
733,PARAM,0.9675,OpenProblemLibrary/UVA-Stat/setStat212-Homework08/stat212-HW08-16.pg,4,PARAMETERIZED,num_cmp($ans1),"I need to find sample sizes using the formula: n = (z·σ/E)²

**Formula:** n = ⌈(z·σ/E)²⌉ (round up t",NO
734,LOW,0.8441,OpenProblemLibrary/PCC/BasicMath/UnitConversion/UnitConversionMetricApplication10.pg,0,FAILED,,"Okay, let's see. I need to find the difference in height between Hill A and Hill B. First, I should ",
735,PARAM,0.8993,Contrib/CUNY/QCC/MA336/sec_2.5_prob6.pg,6,PARAMETERIZED,num_cmp($Q1),"Okay, let's tackle this problem step by step. First, I need to find the 5-number summary and the int",NO
736,LOW,0.8275,OpenProblemLibrary/PCC/BasicAlgebra/RadicalsAndRationalExponents/RationalizeDenominator100.pg,0,FAILED,,"Okay, let's see. I need to rationalize the denominator of the fraction 15 over the square root of 30",
737,PARAM,0.7977,OpenProblemLibrary/Mizzou/Algebra/linear_functions_apps/simple_interest_borrowed_01.pg,1,PARAMETERIZED,Compute($P)->cmp(),"1400 + 420 - 630 + 950 = 2140
</think>

\boxed{2140}",NO
738,LOW,0.8502,OpenProblemLibrary/ASU-topics/setStat/di12.pg,0,FAILED,,"For each part:

a. H₀ is true (mean = 98.6) but we reject H₀ → **Type I error** → A

b. H₀ is true (",
739,MED,0.8119,OpenProblemLibrary/Rochester/setAlgebra11ComplexNumbers/ur_cn_1_15.pg,3,OK,"Compute(""-2 i"")->cmp","Okay, let's see. I need to solve the equation Z = 1 - Q/U for U. Hmm, so first, I should probably re",NO
740,PARAM,0.9155,OpenProblemLibrary/WHFreeman/Rogawski_Calculus_Early_Transcendentals_Second_Edition/11_Parametric_Equations_Polar_Coordinates_and_Conic_Sections/11.3_Polar_Coordinates/11.3.37.pg,1,PARAMETERIZED,$answer->cmp,"Okay, let's see. I need to find a polar equation for the hyperbola given by (x/8)² - (y/9)² = 1. Hmm",NO
741,PARAM,0.7710,OpenProblemLibrary/Rochester/setAlgebra12EqnsOtherTypes/lh1-6_59.pg,2,PARAMETERIZED,num_cmp($ans1),"We need to solve $\frac{1+\tan x}{1-\tan x} = 1 + \sin 2x$.

**Domain:** $\cos x \neq 0$ and $\tan x",NO
742,PARAM,0.9755,Contrib/UBC/STAT/STAT200_Revised2016/HW02/hw02-q8a_rand.pg,1,PARAMETERIZED,"num_cmp($ans,   
  tolType => ""absolute"",
  tol => 0.051)","The least squares regression line is:

ŷ = ȳ + b(x - x̄)

where ȳ = 208, x̄ = 7, b = -33.

For x = 6",NO
743,PARAM,0.7952,OpenProblemLibrary/Mizzou/Algebra/eqns_systems_apps/app_systems_05.pg,2,PARAMETERIZED,Compute($ss)->cmp(),"Total cost equation: 9n - 80 = 3790

9n = 3870

n = 430
</think>

\boxed{430}",NO
744,LOW,0.7971,OpenProblemLibrary/Rochester/setAlgebra09LinearEqnsModeling/tax.pg,0,FAILED,,I need to find the percentage of income Count Taxula should give to charity to maximize money kept a,
745,PARAM,0.7882,Contrib/AlfredUniv/precalc/trig/simplifylinearcombination.pg,4,PARAMETERIZED,$firstred->cmp(),"Okay, let's tackle these trigonometric identities one by one. I need to remember the double-angle fo",NO
746,PARAM,0.8609,OpenProblemLibrary/NewHampshire/unh_schoolib/Addition_Subtraction/aspnrs201.pg,7,PARAMETERIZED,Real($ans1)->cmp,"I need to compute each arithmetic problem in order.

1. 7506 + 9911 = 17417

2. 64784 - 33928 = 3085",NO
747,PARAM,0.7806,OpenProblemLibrary/ASU-topics/crypto/enc_aff.pg,3,PARAMETERIZED,"str_cmp( ""$string1"")","In the Rabin cryptosystem, encryption is:

C = P² mod n

where n = p × q = 23 × 7 = 161

C = 24² mod",NO
748,PARAM,0.9440,OpenProblemLibrary/CollegeOfIdaho/setStatistics_Ch22ChiSquare/22Stats_01_ChiSquare.pg,12,PARAMETERIZED,"$ans1->cmp->withPostFilter(AnswerHints(
     sub {
         my ($correct,$student,$anshash) = @_;
  ","Okay, let's tackle this problem step by step. First, we need to construct the table of estimated exp",NO
749,PARAM,0.9405,OpenProblemLibrary/FortLewis/Calc2/9-1-Sequences/linear-alternating-sequence.pg,7,PARAMETERIZED,List(@diff)->cmp(),"Okay, let's tackle this problem step by step. First, the problem has several parts, so I need to go ",NO
750,PARAM,0.9293,OpenProblemLibrary/LoyolaChicago/Precalc/Chap4Review/Q42.pg,5,PARAMETERIZED,"num_cmp( $ans1,tol=>0.006 )","Okay, let's tackle part (a) first. The problem says that at t=0, there are 350 gallons, and each hou",NO
751,LOW,0.7425,OpenProblemLibrary/NewHampshire/NECAP/grade8/gr8-2007/n8-2007-12s.pg,1,OK,Real(5)->cmp,"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
752,PARAM,0.7938,OpenProblemLibrary/272/setStewart12_4/problem_4.pg,1,PARAMETERIZED,num_cmp($ans),"In a parallelogram, the diagonals bisect each other, so the midpoint of AC equals the midpoint of BD",NO
753,PARAM,0.9524,OpenProblemLibrary/LoyolaChicago/Precalc/Chap1Sec3/Q18.pg,4,PARAMETERIZED,String( $ans_a )->cmp(),"Okay, let's tackle part a first. The problem says Steadia has approximately linear population growth",NO
754,PARAM,0.9280,OpenProblemLibrary/LoyolaChicago/Precalc/Chap8Sec3/Q10.pg,5,PARAMETERIZED,"Compute( ""$b_square*x^2 + $b_line*x"" )->cmp()","Find m(o(x))·n(x).

First, m(o(x)) = 4(o(x))² - 7 = 4(√(3x+5))² - 7 = 4(3x+5) - 7 = 12x + 20 - 7 = 1",NO
755,PARAM,0.7793,Pending/OKState/ODE/second-order-linear/steady-state-periodic-2.pg,3,PARAMETERIZED,$answer1->cmp(),"For the difference equation y[n] + (1/√3)y[n-1] = cos(πn/6), I need to find the steady-state respons",NO
756,PARAM,0.9648,OpenProblemLibrary/Michigan/Chap1Sec6/Q17.pg,2,PARAMETERIZED,"NumberWithUnits( ""(177/4900)*$a*$a"", 'ft' )->cmp()","Okay, let's try to figure out this problem step by step. The problem says that the stopping distance",NO
757,PARAM,0.9252,OpenProblemLibrary/NewHampshire/NECAP/grade6/gr6-2008/n6-2008-10s.pg,1,PARAMETERIZED,radio_cmp($radio->correct_ans()),"Line graphs are best for showing change over time.

Kevin measured snow height every 15 minutes over",NO
758,PARAM,0.7285,Contrib/Mizzou/Finite_Math/Statistics_Introduction/Freq.pg,14,PARAMETERIZED,num_cmp($a),"When sampling individuals (not households), larger households are overrepresented because each perso",NO
759,PARAM,0.7215,Contrib/CUNY/QCC/MA336/sec_5.4_prob4.pg,4,PARAMETERIZED,num_cmp($mu),"By the Central Limit Theorem, the sampling distribution of the sample mean can often be approximated",NO
760,PARAM,0.7580,OpenProblemLibrary/Utah/Calculus_II/set7_Infinite_Series/set7_pr16.pg,1,PARAMETERIZED,num_cmp($answer),"Okay, let's try to figure out this problem step by step. The question is asking for the sum of the s",NO
761,PARAM,0.9445,OpenProblemLibrary/FortLewis/Authoring/Templates/Sequences/RecursiveSequence1.pg,1,PARAMETERIZED,$fn->cmp(),"Okay, let's see. The problem says: ""The current value f(n) is five times the previous value, plus fo",NO
762,PARAM,0.8126,OpenProblemLibrary/FortLewis/Algebra/2-1-Reordering-and-regrouping/MCH1-2-1-14-Reordering-and-regrouping.pg,1,PARAMETERIZED,$answer->cmp(),"Expand each term:

- $(8x)(7x) = 56x^2$
- $(6x)(8x) = 48x^2$
- $7(6x) = 42x$
- $x(6x) = 6x^2$

Combi",NO
763,PARAM,0.8836,OpenProblemLibrary/NewHampshire/unh_schoolib/Interpret_Verbal_Description/ivdnrs101.pg,2,PARAMETERIZED,$ans3->cmp(checker=>$LimitedOperation),"Okay, let's tackle this problem step by step. The question is asking for numerical expressions for t",NO
764,PARAM,0.8900,OpenProblemLibrary/ma112DB/set10/sw6_4_40.pg,1,PARAMETERIZED,"fun_cmp($ans1,var=>['a','b','c'])","Okay, let's see. I need to rewrite the expression ln(a + b) + 4 ln(a - b) - 5 ln c as a single logar",NO
765,PARAM,0.7518,OpenProblemLibrary/Rochester/setAlgebra38Counting/sw10_2_49.pg,1,PARAMETERIZED,num_cmp($ans),"Total students: 14 + 12 = 26
Working computers: 20 - 2 = 18

Each computer holds at most 2 students.",NO
766,PARAM,0.8758,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC05S02/ConvertDecimalFraction01.pg,3,PARAMETERIZED,$ans1->cmp(),"Okay, let's tackle these mixed fractions to decimals. I need to convert each one to a decimal with a",NO
767,PARAM,0.8113,OpenProblemLibrary/UCSB/Stewart5_5_4/Stewart5_5_4_18.pg,1,PARAMETERIZED,"num_cmp(""(2*$a+4*$b+20*$c)"")","We need to compute $\int \frac{dx}{\sqrt[3]{(x-1)(x+1)^2}}$.

Let $t = \sqrt[3]{\frac{x+1}{x-1}}$, s",NO
768,PARAM,0.8045,OpenProblemLibrary/FortLewis/Algebra/8-4-Inverse-functions/MCH1-8-4-32-Inverse-functions.pg,1,PARAMETERIZED,"$answer->cmp()
->withPostFilter(AnswerHints( 
  Formula(""x^$a - $b"") => ""Hint: g is a function of th",I need to find the inverse of the piecewise function by finding the range of each piece and invertin,NO
769,PARAM,0.8658,OpenProblemLibrary/LoyolaChicago/Precalc/Chap6Sec3/Q10.pg,2,PARAMETERIZED,"Compute(""$y[1]"")->cmp()","9π radians × (180°/π) = 9 × 180° = 1620°
</think>

\boxed{1620}",NO
770,PARAM,0.9249,OpenProblemLibrary/maCalcDB/setAlgebra30LogExpEqns/ur_log_1_1.pg,10,PARAMETERIZED,num_cmp($b[0]),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
771,PARAM,0.8124,OpenProblemLibrary/LoyolaChicago/Precalc/Chap6Sec4/Q13.pg,1,PARAMETERIZED,$answer->cmp(),"sec(-π/3) = 1/cos(-π/3) = 1/cos(π/3) = 1/(1/2) = 2
</think>

\boxed{2}",NO
772,PARAM,0.7585,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem step by step. So, the question is about an algorithm that",NO
773,PARAM,0.7650,OpenProblemLibrary/NAU/setLinearModeling/easylinearmodeling3.pg,1,PARAMETERIZED,num_cmp( $a ),"Okay, let's try to figure out this problem. So, we need to express the average age of three sisters ",NO
774,PARAM,0.8128,Contrib/CUNY/QCC/MA336/sec_2.5_prob1.pg,1,PARAMETERIZED,num_cmp($ans),"Sort the data: 24, 26, 28, 31, 32, 34, 36, 39, 41, 42

**Minimum:** 24

**Maximum:** 42

**Median:**",NO
775,PARAM,0.9609,OpenProblemLibrary/Union/setTrigGraphs/p4.pg,1,PARAMETERIZED,Formula($ans)->cmp,"Okay, let's try to figure out this problem step by step. The question is asking for the equation of ",NO
776,PARAM,0.7376,OpenProblemLibrary/UMN/algebraKaufmannSchwitters/ks_8_7_20.pg,1,PARAMETERIZED,$ans->cmp,"Substitute x = 24:

(3/4)(24) - 1/2 = 18 - 1/2 = 17½
</think>

\boxed{A}",NO
777,PARAM,0.8044,OpenProblemLibrary/FortLewis/Basic-skills-pretest/Skill-Assessment-05.pg,1,PARAMETERIZED,$answer->cmp(),"2^6 / 2^3 = 2^(6-3) = 2^3 = 8
</think>

\boxed{8}",NO
778,PARAM,0.7696,OpenProblemLibrary/UVA-Stat/setStat212-Homework04/stat212-HW04-17.pg,1,PARAMETERIZED,num_cmp($ans),"P(at least one) = 1 - P(none) = 1 - (0.90)(0.70)(0.50) = 1 - 0.315 = 0.685
</think>

\boxed{I}",NO
779,PARAM,0.8128,OpenProblemLibrary/UCSB/Stewart5_7_4/Stewart5_7_4_48.pg,1,PARAMETERIZED,"fun_cmp(""$a*(ln(abs(sin(x)))-ln(abs(1+sin(x))))+C+c"", var=>[""x"",""C""], params=>[""c""], limits=>[[0.1,1","Okay, let's try to figure out this integral problem. The function f(x) is defined piecewise: it's si",NO
780,PARAM,0.7749,Contrib/Mizzou/Intermediate_Algebra/Polynomials_Addition_Subtraction/Words.pg,1,PARAMETERIZED,$ans->cmp(),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
781,PARAM,0.7783,OpenProblemLibrary/Rochester/setTrig04FunctionsAnyAngle/p10_mo.pg,5,PARAMETERIZED,$ans_a->cmp,"Okay, let's see. I need to simplify the expression √(3/8) multiplied by √(5/8). Hmm, first, I rememb",NO
782,PARAM,0.9222,OpenProblemLibrary/ASU-topics/setSequenceandSeries/jj8.pg,1,PARAMETERIZED,"num_cmp(""($trms+1) *(2*$b+$trms*$a)/2"")","We need the sum $\sum_{n=0}^{40}(3-2n)$.

This has 41 terms. The first term (n=0) is 3, the last ter",NO
783,PARAM,0.7747,OpenProblemLibrary/UCSB/Stewart5_7_3/Stewart5_7_3_28.pg,1,PARAMETERIZED,"fun_cmp(""$a/243*((x+2)^3/(5-4*x-x^2)^(3/2)+3*(x+2)/sqrt(5-4*x-x^2))+C+c"", var=>[""x"",""C""], params=>[""","We need to evaluate $2\int \sin^5(-2x)\cos^2(2x)\,dx$.

Since $\sin(-2x) = -\sin(2x)$, we have $\sin",NO
784,PARAM,0.8906,OpenProblemLibrary/Mizzou/College_Algebra/Real_Numbers/Absolute_Value/Find_Distance_Between_Integer_Numbers.pg,1,PARAMETERIZED,Compute($ans)->cmp(),"Okay, let's see. I need to find the distance between the two real numbers 7/12 and 3/10. Hmm, distan",NO
785,PARAM,0.7311,Contrib/CollegeofIdaho/Statistics/set08OneSampletTest/Stats_06_OneSampletTest.pg,2,PARAMETERIZED,"$ans_a->cmp->withPostFilter(AnswerHints(
    sub{
        my ($correct,$student,$ans) = @_;
        ","Okay, let's tackle this problem step by step. I need to determine whether each of the four statement",NO
786,PARAM,0.7779,OpenProblemLibrary/Rochester/setDiscrete9Counting/ur_dis_9_2.pg,4,PARAMETERIZED,num_cmp( $ans[0] ),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
787,PARAM,0.8567,OpenProblemLibrary/NAU/setExponentialModeling/exponentialgrowth2.pg,3,PARAMETERIZED,num_cmp( $ans1 ),"Okay, let's tackle this problem step by step. First, I need to understand what's being asked here. T",NO
788,MED,0.8083,OpenProblemLibrary/UCSB/Stewart5_2_4/Stewart5_2_4_3/Stewart5_2_4_3.pg,1,OK,num_cmp(4/7),"We need to find the largest positive integer $n$ such that the inequality holds.

**Simplify f(x):**",NO
789,PARAM,0.8405,Contrib/Mizzou/College_Algebra/R1/ComputeAbsValue1.pg,1,PARAMETERIZED,Compute($answer)->with(tolerance=>0)->cmp,"Okay, let's see. I need to find the absolute value of these numbers. First, I remember that the abso",NO
790,LOW,0.8604,OpenProblemLibrary/FortLewis/Algebra/9-3-Completing-the-square/MCH1-9-3-06-Completing-the-square.pg,0,FAILED,,"Okay, let's see. I need to write the equation -5(4x - 5)(x - 1) = 0 in standard form, which is ax² +",
791,PARAM,0.7685,OpenProblemLibrary/WHFreeman/Rogawski_Calculus_Early_Transcendentals_Second_Edition/10_Infinite_Series/10.2_Summing_an_Infinite_Series/10.2.5.pg,3,PARAMETERIZED,Real($ans1)->cmp,"We want to find $S = \sum_{k=1}^n \cos(ka)$.

**Standard derivation:**

Multiply both sides by $2\si",NO
792,PARAM,0.8937,OpenProblemLibrary/Michigan/Chap1Sec4/Q21.pg,1,PARAMETERIZED,"Compute(""ln($P/$Q)/ln($b/$a)"")->cmp()","Okay, let's see. I need to solve the equation \( T h^{t} = V g^{t} \) for \( t \). Hmm, all the othe",NO
793,PARAM,0.9720,OpenProblemLibrary/UVA-Stat/setStat212-Homework09/stat212-HW09-14.pg,4,PARAMETERIZED,"$tstat->cmp(
  tolType => 'relative',
  tolerance => $tstatTol 
)","Okay, let's try to work through this problem step by step. First, I need to figure out what kind of ",NO
794,LOW,0.8308,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC03S03/MeanMedianMode01.pg,0,FAILED,,"Okay, let's tackle this problem step by step. First, I need to find the mean and the median of the g",
795,PARAM,0.9645,OpenProblemLibrary/FortLewis/Algebra/10-3-TheExponent/MCH-10-3-16.pg,3,PARAMETERIZED,"Real(""$a"")->cmp()","We need to find a, b, T for P = ab^(-t/T).

**Initial condition:** At t = 0, P = 450, so a = 450.

*",NO
796,LOW,0.7769,OpenProblemLibrary/UCSB/Stewart5_4_4/Stewart5_4_4_72/Stewart5_4_4_72.pg,1,OK,std_num_str_cmp(1/3),"Let me place the circles so that $\omega_2$ has center $O_2 = (0,0)$ and radius 2, and $\omega_1$ ha",NO
797,PARAM,0.7970,OpenProblemLibrary/Rochester/setTrig03FunctionsRightAngle/p10.pg,3,PARAMETERIZED,num_cmp($AB),"We need to find CD/DF where D is the intersection of BE and CF.

**Given:** AB = 3, BC = 2007, CA = ",NO
798,PARAM,0.7990,OpenProblemLibrary/Rochester/setAlgebra12EqnsOtherTypes/equationW2radicals.pg,2,PARAMETERIZED,num_cmp($ans),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
799,PARAM,0.7002,OpenProblemLibrary/Rochester/setDiscrete8Reasoning/ur_dis_8_2.pg,6,PARAMETERIZED,num_cmp(32),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
800,PARAM,0.9755,OpenProblemLibrary/UVA-Stat/setStat212-Homework08/stat212-HW08-20.pg,1,PARAMETERIZED,num_cmp($ans1),"We need the sample size for estimating a mean with known σ.

**Formula:** n = (z·σ/E)²

**Given:**
-",NO
801,PARAM,0.7738,Contrib/Hope/Multi1/03-04-Basis-dim/Basis_06.pg,3,PARAMETERIZED,$Adim->cmp,"Okay, let's try to figure out the dimension of Ψₖ. First, let's recall some basic facts about projec",NO
802,PARAM,0.8494,OpenProblemLibrary/MC/PreAlgebra/setPreAlgebraC05S04/MultiplyingFractions01.pg,1,PARAMETERIZED,$ans->cmp(),"Okay, let's see. I need to simplify 12/6 times 13/7 and express it as a single fraction. Alright, fi",NO
803,PARAM,0.9699,OpenProblemLibrary/Rochester/setStatistics3Estimates/ur_stt_3_21.pg,1,PARAMETERIZED,"num_cmp($n, tol=>3)",We need to find the sample size for estimating a mean within a margin of error E = 5.3 mg with 95% c,NO
804,PARAM,0.7855,OpenProblemLibrary/UCSB/Stewart5_7_5/Stewart5_7_5_80.pg,1,PARAMETERIZED,"fun_cmp(""$a/2*atan(2*sin(x)*sin(x)-1)+C+c"", var=>[""x"",""C""], params=>[""c""], limits=>[[0,10],[-10,10]]","We need to compute $I = \int_0^{+\infty} \frac{x\sin(mx)}{x^4+a^4}dx$.

Since the integrand is even:",NO
805,PARAM,0.6744,Contrib/SUNYOneonta/Integers/GCD14.pg,23,PARAMETERIZED,Compute($Num01)->cmp(),"Okay, let's try to figure out this problem. Hmm, the question is about an algorithm where a(n) is de",NO
806,PARAM,0.9141,OpenProblemLibrary/NAU/setTrigRightTriangle/TriangleTrig2.pg,6,PARAMETERIZED,exact_no_trig(sin($angle)),"Okay, let's see. I need to find all six trigonometric functions given that sec(θ) is -45/34 and θ is",NO
807,PARAM,0.8255,Contrib/SLU/excelcalculus/ch4/sec1/ch4.sec1.q8.pg,1,PARAMETERIZED,$deriv->cmp(),"We need to find dr/dφ where r = ln((1+tan φ)/(1-tan φ))^(1/4).

Simplify: r = (1/4) ln((1+tan φ)/(1-",NO
808,PARAM,0.7627,OpenProblemLibrary/ASU-topics/setDiscrete/katie3-4.1.pg,1,PARAMETERIZED,str_cmp( $tf -> ra_correct_ans ),"Okay, let's try to figure out this problem step by step. So, the task is to apply this ""Blue code"" a",NO
809,PARAM,0.7681,OpenProblemLibrary/NAU/setGraphTheory/Spanningtree.pg,1,PARAMETERIZED,strict_num_cmp($treeweight),"This is a complex or challenging question, and it is difficult to provide a direct and correct answe",NO
