item_id,qtype,tier_v1,tier_v2,tier_changed,tier_direction,old_teacher_agree,new_teacher_agree,raw_teacher_consensus,norm_teacher_consensus,raw_independent_answer,norm_independent_answer,indep_source,indep_vs_teacher,gold_conflict_flag,gold_best_answer_norm,gold_best_answer_raw,gold_source,n_ans_slots,wolfram_answer,wolfram_confidence,search_answer,search_gold,question_preview
718,free_multi,T4,T3,True,promoted,1,2,"65761800, 72704000, median","65761800,72704000,median",,,,,False,"65761800,72704000,median","65761800, 72704000, median",teacher_2of3,3,,,,False,"Here is a list of some cities’ population: ${72704000,\;\;72120000,\;\;75396000,"
719,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,"How many ways are there to color the vertices of a cube with two colors, up to r"
720,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,"The given initial value problem $$ \left\{\begin{array} {l} {y^{\prime}=ax+b,} \"
721,free_multi,T3,T4,True,demoted,1,2,"C,A,A","C,A,A","D, A, A","D,A,A",wolfram_HIGH,disagree,True,,,conflict,3,"D, A, A",HIGH,,False,"For each problem, select the best response. (a) How much do you plan to spend fo"
722,free_single,T3,T3,False,unchanged,2,2,2051325,2051325,,,,,False,2051325,2051325,teacher_2of3,0,,,,False,"At time $t=0$, Hobbes writes down positive real numbers at the vertices of a reg"
723,free_multi,T3,T1,True,promoted,2,3,"-\frac{\sqrt{3}}{2},-\frac{\sqrt{2}}{2}","-\frac{\sqrt{3}}{2},-\frac{\sqrt{2}}{2}","-sqrt(3)/2, -sqrt(2)/2","-sqrt(3)/2,-sqrt(2)/2",search_GOLD,agree,False,"-sqrt(3)/2,-sqrt(2)/2","-sqrt(3)/2, -sqrt(2)/2",search_GOLD,2,,,"-sqrt(3)/2, -sqrt(2)/2",True,Use an identity to find the exact value of each expression: Note: You are not al
724,free_single,T3,T3,False,unchanged,2,2,2,2,,,,,False,2,2,teacher_2of3,0,,,,False,"Find the smallest real number $M$ such that there exist four complex numbers $a,"
725,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,3,,,,False,"The number of men and women among professors in Math, Physics, Chemistry, Lingui"
726,free_multi,T2,T2,False,unchanged,3,3,"7,48","7,48",,,,,False,"7,48","7,48",teacher_3of3,2,,,,False,"According to a salad recipe, each teaspoon of vinegar should be mixed with $6$ t"
727,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,Determine the greatest possible value of $\sum_{i=1}^{10} \cos(3x_i)$ for real n
728,free_single,T2,T2,False,unchanged,3,3,80000,80000,,,,,False,80000,80000,teacher_3of3,1,,,,False,After a 5\% raise your new salary is \$ 84000. Before the raise your salary was 
729,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,Consider matrix $A=\left( \begin{matrix} {{{2}}} & {{{5}}} & {{{0}}} & {{{0}}} \
730,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,"Evaluate $L=\lim_{P(x,y) \to P(m+n,m-n)}\left(\frac{ x^2-m \cdot x-x \cdot y+m \"
731,MCQ,T2,T2,False,unchanged,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,"Find the number of ordered pairs of positive integers $(a,b)$ such that neither "
732,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Let the 3rd order matrix `A = (alpha _1,alpha _2,alpha _3), B = (alpha _2-2alpha"
733,free_multi,T2,T2,False,unchanged,3,3,"68,247,97,17","68,247,97,17",,,,,False,"68,247,97,17","68,247,97,17",teacher_3of3,4,,,,False,Determine the sample size required to estimate a population mean to within 11 un
734,free_multi,T3,T2,True,promoted,2,3,"4830,4.83","4830,4.83",,,,,False,"4830,4.83","4830,4.83",teacher_3of3,2,,,,False,"Hill A is $5.56$ kilometers in height, while Hill B is $730$ meters in height. W"
735,free_multi,T4,T3,True,promoted,1,2,"28, 42.5, 55, -29, 82, 27, A","28,42.5,55,-29,82,27,A",,,,,False,"28,42.5,55,-29,82,27,A","28, 42.5, 55, -29, 82, 27, A",teacher_2of3,7,,,,False,Calculate the 5 number summary and the interquartile range of the following data
736,free_single,T2,T2,False,unchanged,3,3,sqrt(30)/2,sqrt(30)/2,,,,,False,sqrt(30)/2,sqrt(30)/2,teacher_3of3,1,,,,False,Rationalize the denominator. Use sqrt() for the square root symbol. For example:
737,free_single,T2,T2,False,unchanged,3,3,2140,2140,,,,,False,2140,2140,teacher_3of3,1,,,,False,Consider the following situation in which you borrow money from your cousin: On 
738,free_multi,T2,T2,False,unchanged,3,3,"A,C,A,A","A,C,A,A",,,,,False,"A,C,A,A","A,C,A,A",teacher_3of3,4,,,,False,"Consider the following hypothesis test. The null hypothesis is ""The mean body te"
739,free_single,T4,T3,True,promoted,1,2,U = \frac{Q}{1-Z},\frac{Q}{1-Z},,,,,False,\frac{Q}{1-Z},U = \frac{Q}{1-Z},teacher_2of3,1,,,,False,Solve the equation for $U$:  Z=1-\frac{Q}{U} $U=$ [ANS]
740,free_single,T4,T3,True,promoted,1,2,\frac{5184}{81\cos^2 t - 64\sin^2 t},\frac{5184}{81\cos^2t-64\sin^2t},,,,,False,\frac{5184}{81\cos^2t-64\sin^2t},\frac{5184}{81\cos^2 t - 64\sin^2 t},teacher_2of3,1,,,,False,Find a polar equation of the hyperbola $\left(\frac{x}{8}\right)^2-\left(\frac{y
741,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Solve the equation ${\frac{1+\operatorname{tan} \, x} {1-\operatorname{tan} \,x}"
742,free_single,T2,T2,False,unchanged,3,3,241.0,241.0,,,,,False,241.0,241.0,teacher_3of3,1,,,,False,The director of an alumni association for a university wants to look at the rela
743,free_single,T2,T2,False,unchanged,3,3,430,430,,,,,False,430,430,teacher_3of3,1,,,,False,A school purchased a batch of T-shirts from a company. The company charged ${\$9
744,free_multi,T3,T2,True,promoted,2,3,"26.875, 32.1875","26.875,32.1875",,,,,False,"26.875,32.1875","26.875, 32.1875",teacher_3of3,2,,,,False,Taxylvania has a tax code that rewards charitable giving. If a person gives $p$ 
745,free_multi,T4,T3,True,promoted,1,2,"2\sin C\cos C,\cos A\cos B-\sin A\sin B,\frac{2\tan C}{1-\tan^2 C},\sin A\cos B-\cos A\sin B,\sin A\cos B+\cos A\sin B,\cos A\cos B+\sin A\sin B,\frac{\sin x}{1+\cos x},\cos^2 C-\sin^2 C","2\sinC\cosC,\cosA\cosB-\sinA\sinB,\frac{2\tanC}{1-\tan^2C},\sinA\cosB-\cosA\sinB,\sinA\cosB+\cosA\sinB,\cosA\cosB+\sinA\sinB,\frac{\sinx}{1+\cosx},\cos^2C-\sin^2C",,,,,False,"2\sinC\cosC,\cosA\cosB-\sinA\sinB,\frac{2\tanC}{1-\tan^2C},\sinA\cosB-\cosA\sinB,\sinA\cosB+\cosA\sinB,\cosA\cosB+\sinA\sinB,\frac{\sinx}{1+\cosx},\cos^2C-\sin^2C","2\sin C\cos C,\cos A\cos B-\sin A\sin B,\frac{2\tan C}{1-\tan^2 C},\sin A\cos B-\cos A\sin B,\sin A\cos B+\cos A\sin B,\cos A\cos B+\sin A\sin B,\frac{\sin x}{1+\cos x},\cos^2 C-\sin^2 C",teacher_2of3,8,,,,False,Complete the following formulas: $\sin(2C)=$ [ANS] $\cos(A+B)=$ [ANS] $\tan(2C)=
746,free_multi,T2,T2,False,unchanged,3,3,"17417,30856,808694,103863,876259,924095,21108","17417,30856,808694,103863,876259,924095,21108",,,,,False,"17417,30856,808694,103863,876259,924095,21108","17417,30856,808694,103863,876259,924095,21108",teacher_3of3,7,,,,False,For the problems below add or subtract as indicated. $7506$ $+9911$=[ANS] $64784
747,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,Using Rabin cryptosystem with p=23 and q=7 Encrypt P=24 to find ciphertext. The 
748,free_multi,T3,T3,False,unchanged,1,1,,,"222.51, 186.49, 79.43, 66.57, 50.05, 41.95, 31.01, 25.99, 20.79, 3, 11.345, B","222.51,186.49,79.43,66.57,50.05,41.95,31.01,25.99,20.79,3,11.345,B",wolfram_HIGH,,False,"222.51,186.49,79.43,66.57,50.05,41.95,31.01,25.99,20.79,3,11.345,B","222.51, 186.49, 79.43, 66.57, 50.05, 41.95, 31.01, 25.99, 20.79, 3, 11.345, B",wolfram_HIGH,12,"222.51, 186.49, 79.43, 66.57, 50.05, 41.95, 31.01, 25.99, 20.79, 3, 11.345, B",HIGH,,False,"It has been suggusted that the highest priority of retirees is travel. Thus, a s"
749,free_multi,T4,T3,True,promoted,1,2,"5,5,5,5,5,is,14/9,19/14,24/19,29/24,34/29,is not,9+5n,(-1)^{n+1}(9+5n)","5,5,5,5,5,is,14/9,19/14,24/19,29/24,34/29,isnot,9+5n,(-1)^{n+1}(9+5n)",,,,,False,"5,5,5,5,5,is,14/9,19/14,24/19,29/24,34/29,isnot,9+5n,(-1)^{n+1}(9+5n)","5,5,5,5,5,is,14/9,19/14,24/19,29/24,34/29,is not,9+5n,(-1)^{n+1}(9+5n)",teacher_2of3,6,"5, 5, 5, 5, 5, is, 14/9, 19/14, 24/19, 29/24, 34/29, is not, 9+5n, (-1)^(n+1)(5n+9)",PARTIAL,,False,"Consider the sequence 9, 14, 19, 24, 29, 34... Compute the difference between su"
750,free_multi,T3,T3,False,unchanged,2,2,"36.98\%,\ln(0.95),C,E","36.98,\ln(0.95),C,E",,,,,False,"36.98,\ln(0.95),C,E","36.98\%,\ln(0.95),C,E",teacher_2of3,3,,,,False,Oil leaks from a tank. At hour $t=0$ there are 350 gallons of oil in the tank. E
751,free_single,T3,T3,False,unchanged,2,2,31,31,,,,,False,31,31,teacher_2of3,0,,,,False,Given an odd integer $n \geq 3$. Let $V$ be the set of vertices of a regular $n$
752,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,"Given a parallelogram $ABCD$ , let $\mathcal{P}$ be a plane such that the distan"
753,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,Steadia is an island which experienced approximately linear population growth fr
754,free_single,T3,T2,True,promoted,2,3,60x^2+65x,60x^2+65x,,,,,False,60x^2+65x,60x^2+65x,teacher_3of3,1,,,,False,"Let $m(x)=4x^2-7$, $n(x)=5x$, and $o(x)=\sqrt{3x+5}$. Find a simplified formula "
755,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Find the steady-state solution of the equation y [n] + [1 / \surd(3)]y [n - 1] =
756,free_multi,T3,T3,False,unchanged,2,2,"109.27 ft,520.16 ft","109.27ft,520.16ft",,,,,False,"109.27ft,520.16ft","109.27 ft,520.16 ft",teacher_2of3,2,,,,False,"According to Car and Driver, an Alfa Romeo going 70 mph requires 177 feet to sto"
757,free_single,T3,T2,True,promoted,2,3,C,C,,,,,False,C,C,teacher_3of3,1,,,,False,Three students collected data for a school project. Anita asked her classmates w
758,free_single,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,1,,,,False,For the purposes of this question a household corresponds to a single residentia
759,free_single,T2,T2,False,unchanged,2,3,C,C,,,,,False,C,C,teacher_3of3,1,,,,False,Altough in general you cannot know the sampling distribution of the sample mean 
760,MCQ,T3,T3,False,unchanged,2,2,I,I,,,,,False,I,I,teacher_2of3,0,,,,False,Find the sum of the series $\sum_{n=1}^\infty \frac{ x^{4 \cdot n-1} }{ 4 \cdot 
761,free_single,T4,T3,True,promoted,1,2,5f(n-1)+4,5f(n-1)+4,,,,,False,5f(n-1)+4,5f(n-1)+4,teacher_2of3,1,,,,False,"The current value $f(n)$ is five times the previous value, plus four. Find a rec"
762,free_single,T3,T3,False,unchanged,2,2,2x(55x+21),2x(55x+21),,,,,False,2x(55x+21),2x(55x+21),teacher_2of3,1,,,,False,"Write the expression $(8x)(7x)+(6x) (8x)+7 (6x)+x(6x)$ in a simpler form, if pos"
763,free_multi,T3,T1,True,promoted,1,3,"4+9, 8\div3","4+9,8\div3","13, 8/3","13,8/3",search_GOLD,agree,False,"13,8/3","13, 8/3",search_GOLD,2,,,"13, 8/3",True,Write a numerical expression for each verbal phrase. nine added to four [ANS] ei
764,free_single,T2,T2,False,unchanged,3,3,\frac{(a+b)(a-b)^4}{c^5},\frac{(a+b)(a-b)^4}{c^5},,,,,False,\frac{(a+b)(a-b)^4}{c^5},\frac{(a+b)(a-b)^4}{c^5},teacher_3of3,1,,,,False,Rewrite the expression \ln (a+b)+4 \ln (a-b)-5 \ln c as a single logarithm $\ln 
765,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,Mr. Cleary's class and Ms. Ntuala's class go to use the computer lab. There are 
766,free_multi,T3,T2,True,promoted,2,3,"4.3750, 7.3333, 11.4286","4.3750,7.3333,11.4286",,,,,False,"4.3750,7.3333,11.4286","4.3750, 7.3333, 11.4286",teacher_3of3,3,,,,False,Convert each mixed fraction to a decimal using at least four decimal places. $4 
767,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,$int_{{}}^{{}}{frac{dx}{sqrt[3]{(x-1){{(x+1)}^{2}}}}}$
768,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,"The inverse function of $y = left{ begin{array}{l} 1 + {{rm{e}}^{ - x}}{rm{, }}q"
769,free_single,T2,T2,False,unchanged,3,3,1620,1620,,,,,False,1620,1620,teacher_3of3,1,,,,False,An angle of $9 \pi$ radians can be converted to an angle of [ANS] degrees.
770,free_multi,T3,T2,True,promoted,2,3,"3,4,1,3,2,1,2,2,\frac12,2","3,4,1,3,2,1,2,2,\frac{1}{2},2",,,,,False,"3,4,1,3,2,1,2,2,\frac{1}{2},2","3,4,1,3,2,1,2,2,\frac12,2",teacher_3of3,10,,,,False,"For each of the following, find the base $b$ if the graph of $y=b^x$ contains th"
771,free_single,T2,T2,False,unchanged,3,3,2,2,,,,,False,2,2,teacher_3of3,1,,,,False,Find the exact value as fraction (not a decimal approximation). $ \sec\left(\fra
772,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,We now define an algorithm: The definition of a(n) is the sequence generated by 
773,free_single,T2,T2,False,unchanged,3,3,\frac{3a-14}{3},\frac{3a-14}{3},,,,,False,\frac{3a-14}{3},\frac{3a-14}{3},teacher_3of3,1,,,,False,Express the average age of three sisters in the terms of the age $a$ of the firs
774,free_multi,T3,T2,True,promoted,2,3,"24, 28, 33, 39, 42","24,28,33,39,42",,,,,False,"24,28,33,39,42","24, 28, 33, 39, 42",teacher_3of3,5,,,,False,"Find the five-number summary for the following 10 values: 31,\ 28,\ 32,\ 26,\ 42"
775,free_single,T4,T2,True,promoted,1,3,6\sin(x-7)-6,6\sin(x-7)-6,,,,,False,6\sin(x-7)-6,6\sin(x-7)-6,teacher_3of3,1,,,,False,Find the equation of a sine wave that is obtained by shifting the graph of $y=\s
776,free_single,T3,T3,False,unchanged,2,2,A,A,,,,,False,A,A,teacher_2of3,1,,,,False,What is the value of $\frac{3}{4} x-\frac{1}{2}$ when $x=24$? [ANS] A. $17 \frac
777,free_single,T2,T2,False,unchanged,3,3,8,8,,,,,False,8,8,teacher_3of3,1,,,,False,Evaluate: $ \frac{2^{6}}{2^{3}}=$ [ANS] Note: Your answer should be completely s
778,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,You have applied to three medical schools: University of California at San Franc
779,MCQ,T3,T3,False,unchanged,2,2,F,F,,,,,False,F,F,teacher_2of3,0,,,,False,"Given the function $f(x)=\begin{cases}\sin x,&\text{if } \cos x \text{ is a rati"
780,free_single,T2,T2,False,unchanged,3,3,3t^{14}+6t^{12}+9t^{10},3t^{14}+6t^{12}+9t^{10},,,,,False,3t^{14}+6t^{12}+9t^{10},3t^{14}+6t^{12}+9t^{10},teacher_3of3,1,,,,False,Subtract $-5t^{14}-7t^{12}-6t^{10}$ from the sum of $6t^{14}-5t^{12}+8t^{10}$ an
781,free_single,T3,T2,True,promoted,2,3,sqrt(15)/8,sqrt(15)/8,,,,,False,sqrt(15)/8,sqrt(15)/8,teacher_3of3,1,,,,False,Simplify the expression ${\sqrt{\frac{3}{8}} \cdot \sqrt{\frac{5}{8}}}$. Use sqr
782,free_single,T2,T2,False,unchanged,3,3,-1517,-1517,,,,,False,-1517,-1517,teacher_3of3,1,,,,False,"Find the following partial sum, $ \sum_{n=0}^{40} (3-2 n)=$ [ANS]"
783,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,Solve the integral: $$ 2 \cdot \int \sin(-2 \cdot x)^5 \cdot \cos(2 \cdot x)^2 \
784,free_single,T2,T2,False,unchanged,3,3,\frac{17}{60},\frac{17}{60},,,,,False,\frac{17}{60},\frac{17}{60},teacher_3of3,1,,,,False,"Find the distance between the pair of real numbers: ${\textstyle\frac{7}{12}}$, "
785,free_multi,T3,T3,False,unchanged,2,2,"False,True,False,False","False,True,False,False",,,,,False,"False,True,False,False","False,True,False,False",teacher_2of3,4,,,,False,"Select True or False, depending on whether the corresponding statement is true o"
786,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Determine the count of positive integers $X$ that fulfill all of these criteria:
787,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,3,"148,178,452, 41.55, 46.97",MEDIUM,,False,A country's consumption of iron increases 5.7\% per year. Assuming this rate of 
788,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,Let $f(x) =\frac{2}{x^2 -1}$ . Find the largest positive integer $n$ such that $
789,free_multi,T1,T1,False,unchanged,3,3,"8,8,-8,-8","8,8,-8,-8","8, 8, -8, -8","8,8,-8,-8",search_GOLD,agree,False,"8,8,-8,-8","8, 8, -8, -8",search_GOLD,4,,,"8, 8, -8, -8",True,Find the absolute value of the following numbers. ${|{8}|=}$ [ANS] ${|{-8}|=}$ [
790,free_single,T2,T2,False,unchanged,3,3,-20x^2+45x-25=0,-20x^2+45x-25=0,,,,,False,-20x^2+45x-25=0,-20x^2+45x-25=0,teacher_3of3,1,,,,False,Write the equation $-5 (4x-5) (x-1)=0$ in the standard form $a x^2+b x+c=0$. [AN
791,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Calculate the sum $S=\cos(a)+\cos(2 \cdot a)+\cos(3 \cdot a) + \ldots + \cos(n \
792,free_single,T4,T3,True,promoted,1,2,t = \frac{\ln(V/T)}{\ln(h/g)},\frac{\ln(V/T)}{\ln(h/g)},,,,,False,\frac{\ln(V/T)}{\ln(h/g)},t = \frac{\ln(V/T)}{\ln(h/g)},teacher_2of3,1,,,,False,Solve the expression $T h^{t}=V g^{t}$ for $t$ assuming that all other letters a
793,free_multi,T3,T3,False,unchanged,1,1,,,"1.35, (1.49, inf), 0.0895, D","1.35,(1.49,inf),0.0895,D",wolfram_HIGH,,False,"1.35,(1.49,inf),0.0895,D","1.35, (1.49, inf), 0.0895, D",wolfram_HIGH,4,"1.35, (1.49, inf), 0.0895, D",HIGH,,False,"A manufacturer of light bulbs advertises that, on average, its long-life bulb wi"
794,free_multi,T1,T2,True,demoted,3,3,"4.47,4","4.47,4",,,,,False,"4.47,4","4.47,4",teacher_3of3,2,,,,False,Your teacher is trying to encourage her students to read more books. For the cur
795,free_multi,T3,T1,True,promoted,2,3,"450, 2, 6","450,2,6","a=450, b=2, T=6","a=450,b=2,T=6",search_GOLD,agree,False,"a=450,b=2,T=6","a=450, b=2, T=6",search_GOLD,3,,,"a=450, b=2, T=6",True,"A population, $P$, of a certain species of fish in a lake begins with $450$ memb"
796,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Let $\omega_1$ be a circle of radius $1$ that is internally tangent to a circle 
797,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,"$\triangle ABC$ has $AB=3$ , $BC=2007$ , and $CA=2008$ . Point $E$ is on $AC$ su"
798,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,Solve for $t$: \sqrt{t-151}-\sqrt{t+117}=125 The only possible root is $t=$ [ANS
799,free_single,T3,T3,False,unchanged,2,2,8096,8096,,,,,False,8096,8096,teacher_2of3,0,,,,False,Jerry places at most one rook in each cell of a $2025 \times 2025$ grid of cells
800,free_single,T2,T2,False,unchanged,3,3,140,140,,,,,False,140,140,teacher_3of3,1,,,,False,A medical researcher wants to investigate the amount of time it takes for patien
801,MCQ,T3,T3,False,unchanged,2,2,G,G,,,,,False,G,G,teacher_2of3,0,,,,False,Let $V$ and $W$ be complex vector spaces of dimensions $m$ and $n$ respec- tivel
802,free_single,T3,T2,True,promoted,2,3,26/7,\frac{26}{7},,,,,False,\frac{26}{7},26/7,teacher_3of3,1,,,,False,Simplify the following and express your answer as a single fraction. No decimals
803,free_single,T1,T2,True,demoted,3,3,124,124,,,,,False,124,124,teacher_3of3,1,,,,False,"According to the Food and Drug Administration (FDA), a cup of coffee contains on"
804,MCQ,T2,T2,False,unchanged,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Calculate the integral $$ \int_{0}^{+\infty} \frac{x \sin(m x)}{x^{4} + a^{4}} \
805,MCQ,T3,T3,False,unchanged,2,2,A,A,,,,,False,A,A,teacher_2of3,0,,,,False,We now define an algorithm: The definition of a(n) is the number of n-step one-s
806,free_multi,T4,T3,True,promoted,1,2,"-\frac{\sqrt{869}}{45},-\frac{34}{45},\frac{\sqrt{869}}{34},\frac{34}{\sqrt{869}},-\frac{45}{34},-\frac{45}{\sqrt{869}}","-\frac{\sqrt{869}}{45},-\frac{34}{45},\frac{\sqrt{869}}{34},\frac{34}{\sqrt{869}},-\frac{45}{34},-\frac{45}{\sqrt{869}}",,,,,False,"-\frac{\sqrt{869}}{45},-\frac{34}{45},\frac{\sqrt{869}}{34},\frac{34}{\sqrt{869}},-\frac{45}{34},-\frac{45}{\sqrt{869}}","-\frac{\sqrt{869}}{45},-\frac{34}{45},\frac{\sqrt{869}}{34},\frac{34}{\sqrt{869}},-\frac{45}{34},-\frac{45}{\sqrt{869}}",teacher_2of3,6,,,,False,Assume that $\theta$ is an angle in quadrant III. Find the values of the six tri
807,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,Calculate the derivative of the function $r = \ln\left(\sqrt[4]{\frac{ 1+\tan(\v
808,MCQ,T3,T3,False,unchanged,2,2,D,D,,,,,False,D,D,teacher_2of3,0,,,,False,We now define an algorithm: The definition of a(n) is Blue code for n: in the bi
809,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"The country of ELMOpia has $n \ge 4$ cities, where some pairs of cities are conn"
810,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,The general solution of the equation $y''+y= \sin x$ is
811,free_single,T3,T3,False,unchanged,2,2,1.336 \times 10^{-19},1.336\times10^{-19},,,,,False,1.336\times10^{-19},1.336 \times 10^{-19},teacher_2of3,1,,,,False,The mass of one hydrogen atom is $1.67 \times 10^{-24}$ gram. Find the mass of 8
812,free_single,T4,T3,True,promoted,1,2,\frac{512}{\sin^6(2t)} = r^{12},\frac{512}{\sin^6(2t)}=r^{12},,,,,False,\frac{512}{\sin^6(2t)}=r^{12},\frac{512}{\sin^6(2t)} = r^{12},teacher_2of3,1,,,,False,Convert $\left(xy\right)^{6}=8$ to an equation in polar coordinates. [ANS] $=r^{
813,free_multi,T2,T2,False,unchanged,3,3,"A,C","A,C",,,,,False,"A,C","A,C",teacher_3of3,2,,,,False,Under which of the following circumstances is it impossible to construct a confi
814,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,10,,,,False,A study was conducted to see how people reacted to certain facial expressions. A
815,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Take two numbers randomly from $(0,1)$, so what is the probability that the sum "
816,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,Animals and people that take in more energy than they expend will get fatter. He
817,free_single,T2,T2,False,unchanged,3,3,\frac{88}{21},\frac{88}{21},,,,,False,\frac{88}{21},\frac{88}{21},teacher_3of3,1,,,,False,Evaluate this expression: ${{{\textstyle\frac{8}{7}}}+8\cdot{{\textstyle\frac{8}
818,free_multi,T2,T2,False,unchanged,3,3,"6b+5a,ab","6b+5a,ab",,,,,False,"6b+5a,ab","6b+5a,ab",teacher_3of3,2,,,,False,Write the expression as a single fraction. Simplify your answer. $\begin{array}{
819,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,$\int_{{}}^{{}}{\frac{1+\sin x}{1+\cos x}dx}=$
820,free_single,T2,T2,False,unchanged,3,3,15,15,,,,,False,15,15,teacher_3of3,1,,,,False,Simplify the expression: $18-6 \div 2$ [ANS]
821,free_multi,T2,T2,False,unchanged,3,3,"C,A,A,A","C,A,A,A",,,,,False,"C,A,A,A","C,A,A,A",teacher_3of3,4,,,,False,Suppose you want to use a paired sample to compare the mean TV viewing times of 
822,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,What is the linear velocity in MILES PER HOUR of the tip of a lawnmower blade sp
823,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Let \(a\) be a positive integer. We say that \(a\) is bao-good if there exist in
824,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Calculate the integral using the trapezoidal rule $$ y=\int_{0}^{x} \mathrm{e}^{
825,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,Find the value of the integral $\int_{0}^{\pi} \operatorname{tan}(\theta + \math
826,free_single,T2,T2,False,unchanged,3,3,1800,1800,,,,,False,1800,1800,teacher_3of3,1,,,,False,A manufacturer has 3400 units in stock. The product is now selling at \$6 per un
827,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Where is the parabola $y = x^2$ closest to the point $(2,0)$?"
828,free_multi,T4,T3,True,promoted,1,2,"99.63, 110.37","99.63,110.37",,,,,False,"99.63,110.37","99.63, 110.37",teacher_2of3,2,,,,False,Use the given data to find the 95\% confidence interval estimate of the populati
829,free_single,T2,T2,False,unchanged,3,3,8464,8464,,,,,False,8464,8464,teacher_3of3,1,,,,False,You fire a rifle at an angle of 45 degrees. Thus the initial horizontal and vert
830,free_single,T3,T3,False,unchanged,2,2,\frac{44\pi}{15},\frac{44\pi}{15},,,,,False,\frac{44\pi}{15},\frac{44\pi}{15},teacher_2of3,1,,,,False,Find the distance along an arc on the surface of the earth that subtends a centr
831,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,"Solve the integral: $$ \int \frac{ 1 }{ \sin(8 \cdot x)^5 } \, dx $$"
832,MCQ,T2,T2,False,unchanged,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,"Given \( y = {f^2}(x) \), assuming \( f(u) \) is twice differentiable, then \( y"
833,free_single,T3,T2,True,promoted,2,3,"-19/3, 3/4, 48/6, 40/3","-19/3,3/4,48/6,40/3",,,,,False,"-19/3,3/4,48/6,40/3","-19/3, 3/4, 48/6, 40/3",teacher_3of3,1,,,,False,Enter the following rational numbers from least to greatest. Separate your answe
