item_id,qtype,tier,gold_source,gold_best_answer,teacher_agree_3t,teacher_consensus,wolfram_answer,wolfram_confidence,search_answer,search_gold,indep_source,indep_vs_teacher,gold_conflict_flag,n_ans_slots,question_preview
490,free_single,T4,none,,1,,,,,False,,,False,4,"The required cooling capacity, in BTUs, for a room air conditioner is directly p"
491,free_single,T4,none,,1,,,,,False,,,False,5,Following are the number of miles traveled for 30 randomly selected business fli
492,free_single,T2,teacher_3of3,"A,A",3,"A,A",,,,False,,,False,2,"If the coefficient of correlation is 0.90, the percentage of the variation in th"
493,free_single,T4,none,,1,,,,,False,,,False,4,"In a study of red/green color blindness, $900$ men and $2650$ women are randomly"
494,free_single,T3,teacher_2of3,"7,0.062",2,"7,0.062",,,,False,,,False,2,It’s given that $1 \text{gram}=1000 \text{milligrams}$. Do the following unit co
495,free_single,T3,wolfram_HIGH,"100, 100, 200, 0.255, 5.991, B",1,,"100, 100, 200, 0.255, 5.991, B",HIGH,,False,wolfram_HIGH,,False,6,A multinomial experiment with $k=3$ cells and $n=400$ produced the data shown be
496,free_single,T3,wolfram_HIGH,9.594^\circ,1,,9.594^\circ,HIGH,,False,wolfram_HIGH,,False,1,"Directions (or bearings) on Earth are measured in degrees, running from zero to "
497,free_single,T4,none,,1,,,,,False,,,False,4,(a) Evaluate $\tan t$ if $t=48$ degrees. $\tan t=$ [ANS] (b) Evaluate $\arctan z
498,free_single,T4,none,,1,,,,,False,,,False,0,A list of positive integers satisfies the following properties: (A) The mean of 
499,free_single,T3,wolfram_HIGH,"36.9, 0.3225, 32.25, 2.149",1,,"36.9, 0.3225, 32.25, 2.149",HIGH,,False,wolfram_HIGH,,False,4,"In July 2005, the internet was linked by a global network of about 352.7 million"
500,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,"Using the iterative method to solve the system of equations $A X = b$, let $x^*$"
501,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,"Let $S_n$ denote the set $\{1, 2,..., n\}$ , and define $f(S)$ , where $S$ is a "
502,free_single,T3,teacher_2of3,\frac{8}{11},2,\frac{8}{11},,,,False,,,False,1,Determine the period for the function $y=2 \tan (\frac{11\pi}{8}x-\frac{9\pi}{10
503,free_single,T3,teacher_2of3,"y=-43000x+833000,446000,2019",2,"y=-43000x+833000,446000,2019",,,,False,,,False,3,A company set aside a certain amount of money in the year 2000. The company spen
504,free_single,T3,teacher_2of3,"-\frac{3}{2},-\frac{3\sqrt{3}}{2}",2,"-\frac{3}{2},-\frac{3\sqrt{3}}{2}",,,,False,,,False,2,Find the rectangular coordinates of the point whose polar coordinates are $\left
505,free_single,T2,teacher_3of3,"1,3,6,-5,-4,2",3,"1,3,6,-5,-4,2",,,,False,,,False,6,Suppose $f(x)=-26-39x^1+37x^2+27x^3+10x^4+1x^5$ is factored using Horner's Metho
506,MCQ,T3,wolfram_HIGH,J,1,,J,HIGH,,False,wolfram_HIGH,,False,0,We now define an algorithm: The definition of a(n) is the arithmetic mean of two
507,MCQ,T3,teacher_2of3,I,2,I,,,,False,,,False,0,The value of $\frac{1}{399!}\left(\sum_{i=2}^{200}\frac{199!(399-i)!}{(200-i)!}-
508,free_single,T3,teacher_2of3,\frac{n(n-1)}2,2,\frac{n(n-1)}2,,,,False,,,False,0,"Let $n$ be a positive integer. A class of $n$ students run $n$ races, in each of"
509,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"Given that a>0, for any two numbers x and y, where 0 < x < a and 0 < y < a, the "
510,free_single,T4,none,,1,,,,,False,,,False,0,"Exactly \( n \) cells of an \( n \times n \) square grid are colored black, and "
511,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,"Find the arc length of the curve, where x=t, y=t^2 and z=2*t^3/3."
512,free_single,T2,teacher_3of3,64p^2+64p+16,3,64p^2+64p+16,,,,False,,,False,1,Expand the expression (8 p+4)^2 and combine like terms. Simplify your answer as 
513,free_single,T4,none,,1,,,,,False,,,False,3,Given the significance level $\alpha=0.08$ find the following: (a) $\ $ lower-ta
514,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,Determine a definite integral that represents the region common to $r=2$ and $r=
515,free_single,T2,teacher_3of3,"-8, 1, 12, 19",3,"-8, 1, 12, 19",,,,False,,,False,1,"Order $-8$, $19$, $1$, $12$ from least to greatest. (Separate your answers by co"
516,free_single,T3,search_GOLD,"coefficients: 7,-11,4; result: 0",2,"7,-11,4,0",,,"coefficients: 7,-11,4; result: 0",True,search_GOLD,review,False,2,Consider the expression $7 j-11 j+4 j$. The coefficients=[ANS] (separate by a co
517,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,Let $S$ denote the sum of all of the three digit positive integers with three di
518,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,"We now define an algorithm: The definition of a(n) is: Table T(n,k) = n OR k rea"
519,free_single,T3,wolfram_HIGH,"426.3, 5090, 98.30",1,,"426.3, 5090, 98.30",HIGH,,False,wolfram_HIGH,,False,3,Assume that the number of bacteria follows an exponential growth model: $ P(t)=P
520,free_single,T2,teacher_3of3,44,3,44,,,,False,,,False,1,You have a job raking leaves and have been able to save \$93. You decide to use 
521,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,Two numbers added together are 19. Their product is 70. What are the two numbers
522,free_single,T4,none,,1,,,,,False,,,False,1,"Approximate, to three decimal places, the solutions to the equation. If there is"
523,free_single,T3,teacher_2of3,2097150,2,2097150,,,,False,,,False,0,"Let $n$ be a positive integer. The integers $1,\,2,\,3,\,\ldots,\,n^2$ are to be"
524,MCQ,T4,none,,1,,,,,False,,,False,0,Find the Dini derivative of $$ f(x)=\begin{cases}ax\sin^2\frac{1}{x}+bx\cos^2\fr
525,MCQ,T3,teacher_2of3,H,2,H,,,,False,,,False,0,Given that: $$\begin{align*}\left(\frac {1}{r}\right)\left(\frac {1}{s}\right)\l
526,free_single,T4,none,,1,,,,,False,,,False,1,Use substitution to compose $y=8 u^2+4 u+4$ and $u=4x^{2}$. Enter your answer as
527,free_single,T4,none,,1,,,,,False,,,False,5,A microchip inspector found eight defective chips in a batch containing $700$ ch
528,free_single,T4,none,,1,,,,,False,,,False,2,"A city had a population of 7,774 at the begining of 1968 and has been growing at"
529,free_single,T1,search_GOLD,429/20,3,\frac{429}{20},,,429/20,True,search_GOLD,agree,False,1,If Kamina can do a job in $33$ hours and Simon and Kamina working together can d
530,free_single,T1,search_GOLD,8/9,3,"8/9,7/9,5",,,8/9,True,search_GOLD,agree,False,3,Put in simplest form. For example if $\frac{3}{7}$ were the answer you would put
531,free_single,T4,none,,1,,,,,False,,,False,1,Which of the following are integers? There may be more than one correct answer. 
532,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,"For the following exercises, find the polar equation of the conic with focus at "
533,free_single,T4,none,,1,,,,,False,,,False,1,A dean in the business school claims that GMAT scores of applicants to the schoo
534,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,Given that the general solution of the differential equation $\mathrm{y^{\prime\
535,free_single,T2,search_GOLD,"-4, -6",2,"-4,\,-6",,,"-4, -6",True,search_GOLD,agree,False,1,Use factoring to solve the polynomial equation: HINT: Try multiplying each side 
536,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,Decompose the following matrix into the product $LU$ using a compact format: $$ 
537,free_single,T1,search_GOLD,42,3,42,,,42,True,search_GOLD,agree,False,1,"In your Grandpa Neil’s recipe for a marinade, each serving uses $7.5$ tablespoon"
538,MCQ,T3,teacher_2of3,E,2,E,,,,False,,,False,0,Find the zeros of the function $f(x) = x^3 - (3 + \sqrt{3}) \cdot x + 3$.
539,free_single,T3,teacher_2of3,"4,5",2,"4,5",,,,False,,,False,2,Let p(x)=x^{6}-14x^{5}+72x^{4}-78x^{3}-933x^{2}+5372x-9860. The polynomial $p(x)
540,free_single,T3,teacher_2of3,"A,B,C",2,"A,B,C",,,,False,,,False,3,Suppose {$Z_t$} is white noise with mean zero. Define the stochastic process {$X
541,free_single,T2,teacher_3of3,5,3,5,,,,False,,,False,1,The domain of the function $ f(x)=x+\frac{7}{3x-15}$ is all real numbers $x$ exc
542,free_single,T4,none,,1,,,,,False,,,False,4,The length (in pages) of math research projects is given below. Using this infor
543,free_single,T3,teacher_2of3,"\1.43,\0.54",2,"\1.43,\0.54",,,,False,,,False,2,Find the answer to the nearest cent when you perform each division. Your answer 
544,free_single,T3,teacher_2of3,A,2,A,,,,False,,,False,1,Can the following function be written in the form of an exponential function or 
545,free_single,T2,teacher_3of3,400000,3,400000,,,,False,,,False,1,Suppose that you have zero dollars now and that the average rate of change in yo
546,free_single,T1,search_GOLD,"92, 126, 146, 72, 172",3,"92,126,146,72,172",,,"92, 126, 146, 72, 172",True,search_GOLD,agree,False,5,Compute: $2\times 46$=[ANS] $2\times 63$=[ANS] $2\times 73$=[ANS] $2\times 36$=[
547,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,"Inscribe a rectangle of base $b$ and height $h$ in a circle of radius one, and i"
548,free_single,T3,wolfram_HIGH,"1.20x = 144, $120.00",1,,"1.20x = 144, $120.00",HIGH,,False,wolfram_HIGH,,False,2,The selling price of a textbook is \$144.00. If the markup is 20\% of the bookst
549,MCQ,T3,teacher_2of3,J,2,J,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the number of ways to writ
550,MCQ,T4,none,,1,,,,,False,,,False,0,"Evaluate $\int\int\int_{E}{z \, dV}$, where $E$ is the region defined by: $$ E ="
551,free_single,T3,teacher_2of3,\sqrt{28},2,\sqrt{28},,,,False,,,False,1,Suppose $\cos(\alpha)=\frac{-6}{8}$ and $\sin(\alpha)$ is positive. If the point
552,free_single,T4,none,,1,,,,,False,,,False,2,How much money do winners go home with from the television quiz show Jeopardy? T
553,free_single,T4,none,,1,,,,,False,,,False,2,IQ scores have a mean of 100 and a standard deviation of 15. John has an IQ of 1
554,MCQ,T3,teacher_2of3,A,2,A,,,,False,,,False,0,Consider a random walk on a connected graph with 4 edges. What is the highest po
555,free_single,T4,none,,1,,,,,False,,,False,2,A newspaper conducted a statewide survey concerning the 1998 race for state sena
556,free_single,T4,none,,1,,,,,False,,,False,1,Let $A=f(r)$ be the area of a circle with radius $r$ and $r=h(t)$ be the radius 
557,free_single,T1,search_GOLD,5,3,5,,,5,True,search_GOLD,agree,False,1,Find the absolute value of this number. ${|{5}|=}$ [ANS]
558,free_single,T3,teacher_2of3,f(x)=\frac{13}{2}x-25,2,f(x)=\frac{13}{2}x-25,,,,False,,,False,1,Find an equation for the linear function which has $f(250)=1600$ and $f(650)=420
559,free_single,T2,teacher_3of3,-280,3,-280,,,,False,,,False,1,Multiply the following: ${-{8 {\textstyle\frac{3}{4}}} \cdot {32}}$ [ANS]
560,free_single,T2,search_GOLD,C,2,"C,A,A",,,C,True,search_GOLD,agree,False,3,A standardized variable always has [ANS] A. mean 0 and changing standard deviati
561,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,Find the prime factorization of 30!.
562,MCQ,T3,teacher_2of3,H,2,H,,,,False,,,False,0,Identify the smallest natural number (positive integer) $f$ such that for every 
563,free_single,T2,teacher_3of3,20\%,3,20\%,,,,False,,,False,1,A painting is on sale at ${\$560.00}$. Its original price was ${\$700.00}$. What
564,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,"Compute private key $( \mathbf{d}, \mathbf{p}, \mathbf{q} )$, waht is th public "
565,free_single,T1,search_GOLD,"-7.006, -7.06, -7.6",3,"-7.006,-7.06,-7.6",,,"-7.006, -7.06, -7.6",True,search_GOLD,agree,False,3,"Order these decimals from biggest to smallest: ${-7.6,-7.006,-7.06}$ [ANS] > [AN"
566,free_single,T2,teacher_3of3,3,3,3,,,,False,,,False,1,The expression \sqrt{180}-\sqrt{45} equals [ANS] $\times\sqrt{5}$.
567,free_single,T1,search_GOLD,A,3,"A,A",,,A,True,search_GOLD,agree,False,2,Which of the following statements is false? [ANS] A. The intervals in a frequenc
568,free_single,T2,search_GOLD,"-10, 3",2,"-10,3",,,"-10, 3",True,search_GOLD,agree,False,2,Add as indicated: a) $-4+(-6)=$ [ANS] b) $-6+9=$ [ANS]
569,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,Let $p$ be an odd prime. What is the order of $G L_{2} ( \mathbb{F}_{p} )?$
570,MCQ,T4,none,,1,,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the number of single parad
571,MCQ,T4,none,,1,,,,,False,,,False,0,"Given positive integers $d$, define the sequence $s(d)$ by the following rules: "
572,free_single,T2,search_GOLD,8+(-6)+6=8,3,"8,-6,6,8",,,8+(-6)+6=8,True,search_GOLD,review,False,4,"A football team gains 8 yards on first down, loses 6 on second down and then gai"
573,free_single,T2,teacher_3of3,\frac{17}{72},3,\frac{17}{72},,,,False,,,False,1,A room needs to be painted. It would take Fabrienne $9$ hours to paint the whole
574,MCQ,T4,none,,1,,,,,False,,,False,0,Given $A=\left( \begin{matrix} {{{{4}}}} & {{{{-5}}}} & {{{{2}}}} \\ {{{{5}}}} &
575,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,"Let the domain of discourse $R$ be the real number field, and $A$ be a triangula"
576,free_single,T2,search_GOLD,"Sadie=2.5, Mable=0.5",3,"\frac{5}{2},\frac{1}{2}",,,"Sadie=2.5, Mable=0.5",True,search_GOLD,review,False,2,It takes Sadie $2$ day(s) more to build a shed than Mable. If they build it toge
577,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,To ensure that the three roots of the polynomial $x^{3} + a x^{2} + b x + c$ for
578,free_single,T3,wolfram_HIGH,"7.62, 9.00, 95.44",1,,"7.62, 9.00, 95.44",HIGH,,False,wolfram_HIGH,,False,3,A random sample of 49 female cottonmouth snakes yielded a sample mean of 8.31 sn
579,MCQ,T2,teacher_3of3,C,3,C,,,,False,,,False,0,Evaluate $\lim_{x \to 0^{+}} \left( \left( \frac{ \tan(4 \cdot x) }{ 4 \cdot x }
580,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,Compute the limit using L'Hopital's Rule: $$ \lim_{x \to 0} \left( \frac{ 1 }{ x
581,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,Let $y=y \left(x \right)$be such that $y^{\prime}+2 \left(\operatorname{l n} x+1
582,free_single,T2,teacher_3of3,1035,3,1035,,,,False,,,False,1,"A pile of logs has $45$ logs in the bottom layer, $44$ logs in the next layer, $"
583,free_single,T3,teacher_2of3,119,2,119,,,,False,,,False,0,"Hannah has a $2024 \times 2025$ rectangle in the coordinate plane, with sides pa"
584,free_single,T2,wolfram_HIGH,"7z, 6w",2,"7z,6w","7z, 6w",HIGH,,False,wolfram_HIGH,agree,False,2,"A mass is oscillating on the end of a spring. The distance, $y$, of the mass fro"
585,free_single,T4,none,,1,,"-0.2235, 2.262, -2.262, No",PARTIAL,,False,,,False,5,It is considered quite common to have feet of unequal length. In a sample of 10 
586,free_single,T4,none,,1,,,,,False,,,False,4,"In some cases, the best-fitting multiple regression equation is of the form $\ha"
587,free_single,T3,wolfram_HIGH,"B, C, D, E, F, J, C, A, B, B",1,,"B, C, D, E, F, J, C, A, B, B",HIGH,,False,wolfram_HIGH,,False,4,This is a problem on interpretation of regression equations which have quadratic
588,MCQ,T2,teacher_3of3,E,3,E,,,,False,,,False,0,"If all real symmetric matrices of order $n$ are classified by contract, that is,"
589,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,Let $P(x)=\sum_{i=1}^{20}(-x)^{20-i}(x+i)^i$ . Let $K$ be the product of the roo
590,MCQ,T2,teacher_3of3,D,3,D,,,,False,,,False,0,Let $P(x) = (1 + x)(1 + 2x^2)(1 + 3x^4)(1 + 4x^8)(1 + 5x^{16})$ . Find the three
591,free_single,T3,wolfram_HIGH,"1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326",1,,"1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326",HIGH,"2cos(1), 2sin(1), 2sin(2), 2cos(2)",True,wolfram_HIGH,,False,8,Here is a little more review concerning trig functions. Using the formula for si
592,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,A parallel beam of light ray parallel to the X-axis is incident on a parabolic r
593,free_single,T3,teacher_2of3,19.4,2,19.4,,,,False,,,False,1,A ship is sailing due north. At a certain point the bearing of a lighthouse is N
594,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,Let the probability distribution of the random variable $\mathrm{X}$ be $\mathrm
595,free_single,T3,teacher_2of3,"A,D,E,G,probability",2,"A,D,E,G,probability",,,,False,,,False,2,This question concerns the likelihood for logistic regression. Suppose your data
596,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is the sequence obtained by a
597,MCQ,T2,teacher_3of3,B,3,B,,,B (84),True,search_GOLD,review,False,0,$ABC$ is a triangle with integer side lengths. Extend $\overline{AC}$ beyond $C$
598,MCQ,T3,teacher_2of3,G,2,G,,,,False,,,False,0,What is the result of replacing the following quadratic form with the standard f
599,free_single,T3,teacher_2of3,1.81,2,1.81,,,,False,,,False,1,An SRS of size 22 is drawn from a population that has a normal distribution. The
600,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,"Let the matrix \( N = \begin{bmatrix} 0 & A \\ B & 0 \end{bmatrix} \), where \( "
601,free_single,T3,search_GOLD,(2s+1)(3s-1),1,,,,(2s+1)(3s-1),True,search_GOLD,,False,2,Factor the expression and simplify your answer as much as possible: $6 s^2+s-1=\
602,free_single,T4,none,,1,,,,,False,,,False,3,Heights (in centimeters) and weights (in kilograms) of $7$ supermodels are given
603,free_single,T1,search_GOLD,C,3,"C,A,B",,,C,True,search_GOLD,agree,False,3,"For each problem, select the best response. (a) Which of the following is least "
604,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,"A ray of light passing through the point A$(1, 2, 3)$, strikes the plane $x + y "
605,free_single,T1,search_GOLD,45.6,3,45.6,,,45.6,True,search_GOLD,agree,False,1,A mountain moves toward the west by $7.6$ millimeters per year. In the past $6$ 
606,MCQ,T3,teacher_2of3,E,2,E,,,,False,,,False,0,"Consider the sequence defined by $y_0=1$, $y_1=2$, and $y_a=4y_{a-1}-y_{a-2}$ fo"
607,free_single,T3,teacher_2of3,"0,0,4,0,0,14,6,6,20,-6,-6,0,-4,-4,10,-4,-4,-12",2,"0,0,4,0,0,14,6,6,20,-6,-6,0,-4,-4,10,-4,-4,-12",,,,False,,,False,18,What center should a sphere of radius 4 have so that it sits on the xy plane wit
608,free_single,T3,teacher_2of3,"B,A,A,1981",2,"B,A,A,1981",,,,False,,,False,4,"Since Roger Bannister broke the 4-minute mile on May 6, 1954, the record has bee"
609,free_single,T4,none,,1,,,,,False,,,False,1,A convertible and a minivan leave a highway junction at the same time. The conve
610,free_single,T2,teacher_3of3,4\pi,3,4\pi,,,,False,,,False,0,Let $R$ be the region in the complex plane enclosed by the curve $f(\theta)=e^{i
611,free_single,T4,none,,1,,,,,False,,,False,1,A regression line using 33 observations produced SSR=140 and SSE=57. Determine t
612,free_single,T2,teacher_3of3,"68,81",3,"68,81",,,,False,,,False,2,Write the following rational number in simplest form: $\frac{24560172}{29255499}
613,MCQ,T2,teacher_3of3,I,3,I,,,,False,,,False,0,"What is the expression for $\beta$ being linearly represented by $\alpha_{1}, \a"
614,MCQ,T3,teacher_2of3,I,2,I,,,"a=1,b=2,c=3 or a=-1,b=-2,c=-3 etc",True,search_GOLD,review,False,0,Allow the expression $x \left( x-a \right) \left( x-b \right) \left( x-c \right)
615,free_single,T2,teacher_3of3,"14,9",3,"14,9",,,,False,,,False,2,An amateur cyclist is training for a road race. He rode the first 42-mile portio
616,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,The general solution of the equation $y''+y= sin 2 x$ is
617,free_single,T4,none,,1,,,,,False,,,False,4,Describe a series of shifts which translates the graph $y=(x-7)^3-6$ back onto t
618,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,The volume of the solid of revolution formed by rotating the region bounded by t
619,free_single,T4,none,,1,,,,,False,,,False,3,Test the claim that the two samples described below come from populations with t
620,free_single,T3,teacher_2of3,"\frac{4}{\sqrt7},\frac{16}{7},2.167,B",2,"\frac{4}{\sqrt7},\frac{16}{7},2.167,B",,,,False,,,False,4,A random sample of $n=8$ observations from a normal population produced the foll
621,free_single,T3,teacher_2of3,153-k,2,153-k,,,,False,,,False,1,"Two numbers have a sum of $153$. If one number is $k$, represent the other numbe"
622,free_single,T4,none,,1,,"3.854, 2.567, Yes",PARTIAL,,False,,,False,4,There is a lot of interest in the relationship between studying music and studyi
623,free_single,T3,teacher_2of3,"True,False,False,False,True,True",2,"True,False,False,False,True,True",,,,False,,,False,6,"Now that we have looked at the Gauss Trick, we would like to see why it works. M"
624,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,"If f(2x) = x + 5 and f(g(6)) = 13, then 2 * g(6) ="
625,free_single,T2,teacher_3of3,5(x+2)(x+3),3,5(x+2)(x+3),,,,False,,,False,1,Factor out the greatest common factor first and place it in front. Then factorin
626,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,"Calculate the integral $\int_{-1}^{1} \mid z \mid \mathrm{d} z$, with the integr"
627,free_single,T4,none,,1,,,,,False,,,False,1,"Given that the surface area of a sphere is 163 $\pi$ cm $^2$, find its volume. N"
628,free_single,T3,teacher_2of3,"76,75.7,75.67,75.673",2,"76,75.7,75.67,75.673",,,,False,,,False,4,Round the decimal $75.6733$ to the specified places. Round to a whole number: [A
629,free_single,T4,none,,1,,,,,False,,,False,0,"There are $n$ cities in a country, where $n \geq 100$ is an integer. Some pairs "
630,free_single,T3,teacher_2of3,"71.981,564.365",2,"71.981,564.365",,,,False,,,False,2,5.751+66.23=[ANS] 571.7-7.335=[ANS]
631,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,Define $C(\alpha)$ to be the coefficient of $x^{1992}$ in the power series about
632,free_single,T2,teacher_3of3,23,3,23,,,,False,,,False,1,Evaluate this expression: ${3+4(113-4\cdot3^{3})=}$ [ANS]
633,free_single,T1,wolfram_HIGH,"B, D, 8",3,"B,D,8","B, D, 8",HIGH,,False,wolfram_HIGH,agree,False,2,(a) What operation on both sides of the equation $7x=56$ isolates the variable o
634,free_single,T2,teacher_3of3,109,3,109,,,,False,,,False,1,A book is opened to a page at random. The product of the facing page numbers is 
635,free_single,T4,none,,1,,,,,False,,,False,3,"Suppose $Q=37.6(0.746)^t$. Give the starting value $a$, the growth factor $b$, a"
636,free_single,T4,none,,1,,,,,False,,,False,0,"Let $n$ be a positive integer. There exist $n$ ordered triples$$(x_1, y_1, z_1),"
637,free_single,T2,teacher_3of3,"A,B,F,C,D,E",3,"A,B,F,C,D,E",,,,False,,,False,6,"For each set of Polar coordinates $(r,\theta)$, match the equivalent Cartesian c"
638,free_single,T3,wolfram_HIGH,"0.15, (-infty, -1.75)U(1.75, infty), 0.88, D",1,,"0.15, (-infty, -1.75)U(1.75, infty), 0.88, D",HIGH,,False,wolfram_HIGH,,False,4,An Office of Admission document claims that 55.9\% of UVA undergraduates are fem
639,free_single,T2,teacher_3of3,3.325,3,3.325,,,,False,,,False,1,Suppose you calculate a 99\% confidence interval of 14.51 to 21.16. Determine th
640,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,What is the coefficient of $x^3y^{13}$ in $\left(\frac 12x + y\right)^{17}$ ?
641,free_single,T4,none,,1,,,,,False,,,False,2,Estimate the product by rounding each of the given values to the nearest tenth. 
642,free_single,T3,search_GOLD,"amp=6, period=pi/3, max=13",2,"6,\frac{\pi}{3},13",,,"amp=6, period=pi/3, max=13",True,search_GOLD,review,False,3,Consider the function $y=7+6 \cos(6x)$. (a) What is its amplitude? [ANS]. (b) Wh
643,free_single,T4,none,,1,,,,,False,,,False,5,Are the following statements true or false? [ANS] 1. If $f$ and $h$ are reciproc
644,MCQ,T4,none,,1,,,,,False,,,False,0,"How many positive integers $n\le 2010$ satisfy $\phi (n)|n$ , where $ \phi (n)$ "
645,free_single,T2,teacher_3of3,129n-11500,3,129n-11500,,,,False,,,False,1,"A flight costs \$11,500 to operate, regardless of the number of passengers. Each"
646,MCQ,T3,teacher_2of3,A,2,A,,,,False,,,False,0,"Find a ""reasonable"" upper-bound on the error in approximating $f(x) = (x-1) \cdo"
647,MCQ,T3,teacher_2of3,J,2,J,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is: Periods of reciprocals of
648,free_single,T4,none,,1,,,,,False,,,False,2,"A manufacturer pays its assembly line workers \$11.51 per hour. In addition, wor"
649,free_single,T3,teacher_2of3,300,2,300,,,,False,,,False,0,"Let $n$ be a positive integer. Given an $n\times n$ board, the unit cell in the "
650,MCQ,T2,teacher_3of3,J,3,J,,,,False,,,False,0,"Let $f(x) = \mathrm{e}^{x}$. On the interval $\left[ 0, 1 \right]$, provide a ta"
651,free_single,T4,none,,1,,,,,False,,,False,2,The rat population in a major metropolitan city is given by the formula $ n(t)=7
652,free_single,T4,none,,1,,,,,False,,,False,0,"Let $G$ be a finite abelian group. There is a magic box $T$. At any point, an el"
653,free_single,T4,none,,1,,,,,False,,,False,3,Nicotine leaves the body at a constant rate. At a time of $4$ hours after smokin
654,free_single,T2,teacher_3of3,"\sqrt{19},2,2,2",3,"\sqrt{19},2,2,2",,,,False,,,False,4,"Find $\small{f(12), f(-7), f(\pi), \;\mbox{and}\; f(-7.1)}$ for: \small{f(x)=\be"
655,free_single,T3,teacher_2of3,S = 0.85L,2,S = 0.85L,,,,False,,,False,1,A store is offering a 15\% discount on all items. Write an equation relating the
656,free_single,T4,none,,1,,,,,False,,,False,1,Enter a quadratic polynomial which has roots at 5/6 and 3. [ANS]
657,free_single,T3,wolfram_HIGH,"172.52, 187.48, 172.87, 187.13, 0, 5.167, -10.33, 10.33",1,,"172.52, 187.48, 172.87, 187.13, 0, 5.167, -10.33, 10.33",HIGH,,False,wolfram_HIGH,,False,8,The purpose of this question is to compare the variability of $\overline{x}_1$ a
658,MCQ,T2,teacher_3of3,A,3,A,,,,False,,,False,0,Let $f(x) = 4x^3 + 2x^2 + x + 1$. Try to find a polynomial $P_2(x)$ of degree no
659,free_single,T4,none,,1,,,,,False,,,False,1,"Suppose that for a given data set, $s_x^2=550, \quad s_y^2=820, \quad \mbox{cov}"
660,MCQ,T3,teacher_2of3,C,2,C,,,,False,,,False,0,"Find $I=\int \frac{ 5 }{ 1+\sqrt{(x+1)^2+1} } \, dx$."
661,free_single,T4,none,,1,,,,,False,,,False,2,An astronaut $r$ thousand miles from the center of the earth weighs $2880/r^2$ p
662,free_single,T2,teacher_3of3,23,3,23,,,,False,,,False,1,Fabrienne hired a face-painter for a birthday party. The painter charged a flat 
663,MCQ,T2,teacher_3of3,F,3,F,,,,False,,,False,0,We now define an algorithm: The definition of a(n) is Lucas and Lehmer numbers w
664,free_single,T2,teacher_3of3,"\frac{83}{100},\frac{83}{99}",3,"\frac{83}{100},\frac{83}{99}",,,,False,,,False,2,Express each decimal as a fraction or mixed number in simplest form. 1) 0.83=[AN
665,MCQ,T2,teacher_3of3,B,3,B,,,,False,,,False,0,"Let $f(x)=\int_{x}^{{{x}^{2}}}{{{e}^{-x{{y}^{2}}}}} \text{d}y$, then ${f}'(y)=$"
666,free_single,T4,none,,1,,,,,False,,,False,2,Suppose that the sales at Borders bookstores went from $76$ million dollars in $
667,MCQ,T2,teacher_3of3,H,3,H,,,,False,,,False,0,Find the particular solution of the differential equation $y''[x+(y')^{2}] = y'$
668,MCQ,T2,teacher_3of3,G,3,G,,,,False,,,False,0,Compute the largest integer $n$ such that $2005^{2^{100}} - 2003^{2^{100}}$ is d
