item_id,question,predicted_kaggle_answer,confidence_pct,tier
79,"Add these together: ${3+\frac{4}{7}}$ When needed, use an improper fraction in your answer. Don’t use a mixed number. [ANS]",\frac{25}{7},99.0,1
80,Simplify the fraction by rationalizing the denominator: $$\frac{4}{\sqrt{108}+2\sqrt{12}+2\sqrt{27}}.$$,G,99.0,1
81,"Suppose there are three sections of a Statistics course taught by the same instructor. The class averages for each section on Test #1 are displayed in the table below.
$\begin{array}{ccc}\hline & Class Size & Class Average \\ \hline Section 01 & 25 & 85 \\ \hline Section 02 & 20 & 76 \\ \hline Section 03 & 21 & 76 \\ \hline \end{array}$ 76 What is the average test score for all sections combined? [ANS]",79.41,77.43,3
82,"There are several sections of statistics, some in the morning (AM) and some in the afternoon (PM). We want to see if afternoon sections do better. We randomly select 24 students from the AM sections and 28 students from the PM sections. Their final averages (out of 100) are given in the table with other relevant statistics. The degrees of freedom (d.f.) is given to save calculation time if you are not using software.
$\begin{array}{ccccc}\hline & n & \bar x & s^2 & s \\ \hline PM & 28 & 78.6 & 277.2225 & 16.65 \\ \hline AM & 24 & 72.5 & 272.5801 & 16.51 \\ \hline degrees of freedom: d.f.=49 \\ \hline \end{array}$ degrees of freedom: d.f.=49 Test the claim that the average for all students in the PM sections is greater than the AM sections. Use a 0.05 significance level.
(a) Find the test statistic. [ANS]
(b) Find the critical value. [ANS]
(c) Is there sufficient data to support the claim? [ANS] [ANS]","1.309, 1.677, \text{No}",47.97,4
83,"Let $n > 1$ be an integer. In a configuration of an $n \times n$ board, each of the $n^2$ cells contains an arrow, either pointing up, down, left, or right. Given a starting configuration, Turbo the snail starts in one of the cells of the board and travels from cell to cell. In each move, Turbo moves one square unit in the direction indicated by the arrow in her cell (possibly leaving the board). After each move, the arrows in all of the cells rotate $90^{\circ}$ counterclockwise. We call a cell good if, starting from that cell, Turbo visits each cell of the board exactly once, without leaving the board, and returns to her initial cell at the end. Let $S(n)$ denote the maximum number of good cells over all possible starting configurations.

Compute $\sum_{n=10}^{20} S(n)$.
",6,70.82,3
84,"Subtract the following integers:
${4-8=}$ [ANS]
${8-3=}$ [ANS]
${3-14=}$ [ANS]","-4, 5, -11",97.68,1
85,"In a group of 1000 people, at least how many people have to share the same birthday?",F,99.0,1
86,"A gym charges members ${\$35}$ for a registration fee, and then ${\$32}$ per month. You became a member some time ago, and now you have paid a total of ${\$547}$ to the gym. How many months have passed since you joined the gym? [ANS] months have passed since you joined the gym.",16,99.0,1
87,"Determine whether the follow descriptions correspond to an observational study or an experiment. Write ""EXPERIMENT"" for experiment and ""OBSERVATION"" for observational study. (without quotations)
(a) Classifying different stages of a child's language development. answer: [ANS]
(b) The effectiveness of lecture teaching is tested with a sample of students who has completed numerous lecture style courses. answer: [ANS]
(c) Studying how patients respond when given a placebo. answer: [ANS]","OBSERVATION, OBSERVATION, EXPERIMENT",95.52,1
88,"We now define an algorithm: The definition of a(n) is the number of possible decompositions of the polynomial $n * (x + x^2 + ... + x^q)$, where q > 1, into a sum of k polynomials, not necessarily all different; each of these polynomials is to be of the form $b_1 * x + b_2 * x^2 + ... + b_q * x^q$ where each b_i is one of the numbers 1, 2, 3, ..., q and no two b_i are equal, and the coefficients of $x, x^2, ..., x^q $in each polynomial are drawn from distinct elements of a set of integers from 1 to q. Given the input x_list (a series of values): [83, 84, 85, 86, 87, 88, 89, 90, 91, 92], determine the corresponding output sequence y_list.",C,77.43,3
89,"Initially, you have lost 20,000 dollars in the stock market and you continue to lose 350 dollars per month. In how many months will it be before your losses total 36300 dollars, thus your balance is-36300? Number of months is=[ANS]",46.57,74.12,3
90,Find the nth term of the arithmetic sequence whose initial term is $8$ and common difference is $7$. [ANS] (Your answer must be a function of $n$.),7n + 1,99.0,1
91,"We now define an algorithm: The definition of a(n) is numbers n such that there are no carries when n is squared by ""long multiplication"" in base 10. Given the input x_list (a series of values): [44, 45, 46, 47, 48, 49, 50, 51, 52, 53], determine the corresponding output sequence y_list.",J,76.72,3
92,"Find the value of the integral
$$ I=\! \int_{0}^{1} \frac{x^{m-1}} {1+x^{n}} \mathrm{d} x \
$$.",E,99.0,1
93,"Consider a bee (denoted by X ) in a rectangular honeycomb as seen below:

|  | $1$ | $2$ | $3$ | $4$ | $5$ | $6$ | $7$ |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| $A$ |  |  |  | X |  |  |  |
| $B$ |  |  |  |  |  |  |  |
| $C$ |  |  |  |  |  |  |  |
| $D$ |  |  |  |  |  |  |  |

In one move, the bee may move to an adjacent square via an up, down, left, or right move, and it can no longer move once it reaches row $D$. The bee cannot move outside the honeycomb. It cannot revisit a square it has already been to, and it cannot move more than six times. Find the number of different paths the bee can take from its starting point to row $D$.
",sWith,46.95,4
94,"The option that represents the area of the plane figure enclosed by ( x = 1 - {y^2},;x = 0 ) is",C,99.0,1
95,"Let $\triangle A B C$ be an isosceles triangle with $A B=A C$. Let $D$ be a point on the circumcircle of $\triangle A B C$ on minor arc $A B$. Let $\overline{A D}$ intersect the extension of $\overline{B C}$ at $E$. Let $F$ be the midpoint of segment $A C$, and let $G$ be the intersection of $\overline{E F}$ and $\overline{A B}$. Let the extension of $\overline{D G}$ intersect $\overline{A C}$ and the circumcircle of $\triangle A B C$ at $H$ and $I$, respectively. Given that $D G=3, G H=5$, and $H I=1$, compute the length of $A E$.",12,95.51,1
96,"A baby was born $2$ years ago. In these $2$ years, the baby grew $13.6$ pounds. The baby’s current weight is $22.2$ pounds. What’s the percentage increase of the baby’s weight in the past $2$ years? Fill in blank with a percent. Round your answer to a whole percent, like $12\%$. Solution: The percentage increase of the baby’s weight was approximately [ANS].",159,45.37,4
97,"The equation $r=8 \sin \theta$ represents a circle. Find the cartesian coordinates of the center: x=[ANS]
y=[ANS]
and the radius: r=[ANS]","0, 4, 4",88.82,2
98,"A deck of playing cards has 52 cards, and each shuffle changes the order of the cards, which is a permutation. If each shuffle strictly follows the operation below: first divide the cards into two equal parts, then interlace the cards from each part alternately, so that the first and last cards remain in their original positions while all other cards are rearranged. Express this permutation as a product of disjoint cycles, write out the cyclic structure of this permutation, and determine the minimum number of shuffles needed to restore the deck to its original order.",A,99.0,1
99,"Evaluate the following expressions which involve the absolute value:
${-\lvert 3-9 \rvert=}$ [ANS]
${\lvert-3-9 \rvert=}$ [ANS]
${-1 \lvert 9-3 \rvert=}$ [ANS]","-6, 12, -6",97.68,1
100,"A jeweler has five rings, each weighing $18$ grams, made of an alloy of $10$ \% silver and $90$ \% gold. He decides to melt down the rings and add enough silver to reduce the gold content to $70$ \%. How much silver should he add? Ammount of Silver (in grams): [ANS]",\frac{180}{7}\text{ grams},55.37,4
101,"Consider a hypothesis test to decide whether the mean cost to community hospitals per patient per day in Ohio exceed the national mean. Answer the following questions. a. "" The mean cost to community hospitals per patient per day in Ohio does not exceed the national mean but the result of the sampling leads to the conclusion that the mean cost to community hospitals per patient per day in Ohio exceeds the national mean "" is a [ANS] A. Type II error  B. correct decision  C. Type I error
b. "" The mean cost to community hospitals per patient per day in Ohio does not exceed the national mean and the result of the sampling does not lead to the conclusion that the mean cost to community hospitals per patient per day in Ohio exceeds the national mean "" is a [ANS] A. Type I error  B. Type II error  C. correct decision
c. "" The mean cost to community hospitals per patient per day in Ohio exceeds the national mean and the result of the sampling leads to the conclusion that the mean cost to community hospitals per patient per day in Ohio exceeds the national mean "" is a [ANS] A. correct decision  B. Type II error  C. Type I error
d. "" The mean cost to community hospitals per patient per day in Ohio exceeds the national mean but the result of the sampling does not lead to the conclusion that the mean cost to community hospitals per patient per day in Ohio exceeds the national mean "" is a [ANS] A. Type I error  B. correct decision  C. Type II error","C, C, A, C",97.68,1
102,"Let $C \subset\mathbb{P}^{3}$ be a smooth, irreducible, nondegenerate curve of degree $4$\
What is the maximum value of the genus of $C $?",E,70.82,3
103,"If the distance from the town of Bree to Weathertop is 16 miles on a 45 degree upward slope, what is the elevation gain (omit units)? [ANS]",8\sqrt2,45.37,4
104,Find the arc length corresponding to the given angle (in degrees) on a circle of radius 7.7. An angle of $31^{\circ}$ has an arc length of [ANS] units.,4.166,85.57,2
105,"A sample of weights (in pounds) for six 12-year-olds is given below:
93 \quad 84 \quad 81 \quad 94 \quad 99 \quad 75 Find the range and standard deviation for this sample. Sample Range=[ANS]
Sample Standard Deviation=[ANS]","24.00, 9.114",64.37,3
106,"After robbing a bank in Dodge City, a robber gallops off at 13 mi/h. 30 minutes later, the marshall leaves to pursue the robber at 16 mi/h. How long (in hours) does it take the marshall to catch up to the robber? [ANS]",\frac{13}{6}\text{ hours},55.37,4
107,"A ray of light passing through the point $A\left( 2,3 \right)$ reflected at a point B on line $x+y=0$ and then passes through $\left( 5,3 \right)$. Then the coordinates of B are",J,99.0,1
108,"Using a double-angle or half-angle formula to simplify the given expressions.
(a) If $\cos^2 36^\circ-\sin^2 36^\circ=\cos A^\circ,$ then $A=$ [ANS] degrees; (b) If $\cos^2 6x-\sin^2 6x=\cos B,$ then $B=$ [ANS].","72, 12x",88.82,2
109,Find theeigenvaluesof matrices (a)\vert31\vert \vert13\vert (b)\vert221\vert \vert131\vert \vert122\vert (c)\vert2- 10\vert \vert946\vert \vert- 80- 3\vert,B,99.0,1
110,"A national park records data regarding the total fox population $F$ over a 12 month period, where $t=0$ means January 1, $t=1$ means February 1, and so on. Below is the table of values they recorded:
$\begin{array}{ccccccccccccc}\hline t, month & 0 & 1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 \\ \hline F, foxes & 150 & 143 & 125 & 100 & 75 & 57 & 50 & 57 & 75 & 100 & 125 & 143 \\ \hline \end{array}$
(a) Is $F$ a function of $t$ [ANS] A. Yes  B. No
(b) Let $g(t)=F$ denote the fox population in month $t$. Find all solution(s) to the equation $g(t)=100$. If there is more than one solution, give your answer as a comma separated list of numbers. $t=$ [ANS]","3, 9",53.13,4
111,"Simplify the following expression as much as possible. Assume that all variables are positive.
$\sqrt[4]{64x^{5}} \, \sqrt[4]{64x^{7}}$=[ANS]",8x^3,77.43,3
112,"The intersection between a plane and a cube is a convex pentagon $ABCDE$ satisfying $AB = BC = 10$, $CD = AE = 8$, and $DE = 3$. What is the surface area of the cube?",600,46.95,4
113,If $x+4=5 \sin(\theta)$ for $0 < \theta < \pi/2$ express $\cos(2\theta)$ in terms of $x$. $\cos(2\theta)$=[ANS],\dfrac{-2x^2 - 16x - 7}{25},74.44,3
114,"Given $k$ as an integer and $a \ne \pi \cdot k$, evaluate $P=\cos(a) \cdot \cos(2 \cdot a) \cdot \cos(4 \cdot a) \ldots \cos\left(2^n \cdot a\right)$.",D,99.0,1
115,"A theater manager graphed weekly profits as a function of the number of patrons and found that the relationship was linear. One week profit was \$13,408 when 1328 patrons attended. Another week 1548 patrons produced a profit of \$15,828.
(a) Find a formula for weekly profit, $y$, as a function of the number of patrons, $x$. Do not enter any commas in your formula. $y=$ [ANS]
(b) How much will profits increase if 1 more patron goes to the theater? \$ [ANS] (no comma in your answer) (c) What number of patrons is closest to the break-even point (that is, the number of patrons for which there is as close to zero profit as possible)? number=[ANS] patrons (no comma in your answer) d) Find a formula for the number of patrons as a function of the profit. Do not enter any commas in your formula. $x=\ $ [ANS]
f) If the weekly profit was \$20,338, how many patrons attended the theater? number=[ANS] patrons (no comma in your answer)",1958,71.83,3
116,Justin's boat travels 144 km downstream in 4 hours and it travels 168 km upstream in 7 hours. Find the speed of the boat in still water and the speed of the stream's current. Boat Speed: [ANS] km/h Current Speed: [ANS] km/h,"30, 6",97.68,1
