id,subject,type,n_ans_slots,wolfram_status,wolfram_answer,confidence,batch,computable,notes,question_preview
0554,algebra,MCQ,0,UNVERIFIED,,,,YES,,Consider a random walk on a connected graph with 4 edges. What is the highest po
0555,statistics,free_multi,2,UNVERIFIED,,,,YES,,A newspaper conducted a statewide survey concerning the 1998 race for state sena
0556,geometry,free_single,1,UNVERIFIED,,,,YES,,Let $A=f(r)$ be the area of a circle with radius $r$ and $r=h(t)$ be the radius 
0557,algebra,free_single,1,DONE,5,HIGH,B11,YES,|5|=5 trivially; best=6 is WRONG (trivial error),Find the absolute value of this number. ${|{5}|=}$ [ANS]
0558,algebra,free_single,1,DONE,f(x)=(13/2)x-25,HIGH,B11,YES,"linear fn f(250)=1600, f(650)=4200: slope=13/2, b=-25; teacher/best agree",Find an equation for the linear function which has $f(250)=1600$ and $f(650)=420
0559,other,free_single,1,UNVERIFIED,,,,MAYBE,,Multiply the following: ${-{8 {\textstyle\frac{3}{4}}} \cdot {32}}$ [ANS]
0560,statistics,free_multi,3,UNVERIFIED,,,,YES,,A standardized variable always has [ANS] A. mean 0 and changing standard deviati
0561,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Find the prime factorization of 30!.
0562,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Identify the smallest natural number (positive integer) $f$ such that for every 
0563,other,free_single,1,UNVERIFIED,,,,MAYBE,,A painting is on sale at ${\$560.00}$. Its original price was ${\$700.00}$. What
0564,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Compute private key $( \mathbf{d}, \mathbf{p}, \mathbf{q} )$, waht is th public "
0565,other,free_multi,3,UNVERIFIED,,,,MAYBE,,"Order these decimals from biggest to smallest: ${-7.6,-7.006,-7.06}$ [ANS] > [AN"
0566,other,free_single,1,UNVERIFIED,,,,MAYBE,,The expression \sqrt{180}-\sqrt{45} equals [ANS] $\times\sqrt{5}$.
0567,statistics,free_multi,2,UNVERIFIED,,,,YES,,Which of the following statements is false? [ANS] A. The intervals in a frequenc
0568,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Add as indicated: a) $-4+(-6)=$ [ANS] b) $-6+9=$ [ANS]
0569,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Let $p$ be an odd prime. What is the order of $G L_{2} ( \mathbb{F}_{p} )?$
0570,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the number of single parad
0571,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Given positive integers $d$, define the sequence $s(d)$ by the following rules: "
0572,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"A football team gains 8 yards on first down, loses 6 on second down and then gai"
0573,other,free_single,1,UNVERIFIED,,,,MAYBE,,A room needs to be painted. It would take Fabrienne $9$ hours to paint the whole
0574,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,Given $A=\left( \begin{matrix} {{{{4}}}} & {{{{-5}}}} & {{{{2}}}} \\ {{{{5}}}} &
0575,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let the domain of discourse $R$ be the real number field, and $A$ be a triangula"
0576,other,free_multi,2,UNVERIFIED,,,,MAYBE,,It takes Sadie $2$ day(s) more to build a shed than Mable. If they build it toge
0577,algebra,MCQ,0,UNVERIFIED,,,,YES,,To ensure that the three roots of the polynomial $x^{3} + a x^{2} + b x + c$ for
0578,statistics,free_multi,3,DONE,"7.62, 9.00, 95.44",HIGH,B1,YES,CI+confidence 3-slot,A random sample of 49 female cottonmouth snakes yielded a sample mean of 8.31 sn
0579,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,Evaluate $\lim_{x \to 0^{+}} \left( \left( \frac{ \tan(4 \cdot x) }{ 4 \cdot x }
0580,calculus,MCQ,0,UNVERIFIED,,,,YES,,Compute the limit using L'Hopital's Rule: $$ \lim_{x \to 0} \left( \frac{ 1 }{ x
0581,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Let $y=y \left(x \right)$be such that $y^{\prime}+2 \left(\operatorname{l n} x+1
0582,algebra,free_single,1,UNVERIFIED,,,,YES,,"A pile of logs has $45$ logs in the bottom layer, $44$ logs in the next layer, $"
0583,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"rectangle cut competition (2024x2025); teacher=119, best=1; not Wolfram-computable","Hannah has a $2024 \times 2025$ rectangle in the coordinate plane, with sides pa"
0584,trigonometry,free_multi,2,DONE,"7z, 6w",HIGH,B8,YES,symbolic form; Qwen substituted z=w=1,"A mass is oscillating on the end of a spring. The distance, $y$, of the mass fro"
0585,statistics,free_multi,5,DONE,"-0.2235, 2.262, -2.262, No",PARTIAL,B4,YES,slot 5 unknown (interpretation phrase),It is considered quite common to have feet of unequal length. In a sample of 10 
0586,statistics,free_multi,4,UNVERIFIED,,,,YES,,"In some cases, the best-fitting multiple regression equation is of the form $\ha"
0587,statistics,free_multi,4,DONE,"B, C, D, E, F, J, C, A, B, B",HIGH,B4,YES,4 sub-parts multi-select; last slot = B (centring effect),This is a problem on interpretation of regression equations which have quadratic
0588,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If all real symmetric matrices of order $n$ are classified by contract, that is,"
0589,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $P(x)=\sum_{i=1}^{20}(-x)^{20-i}(x+i)^i$ . Let $K$ be the product of the roo
0590,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $P(x) = (1 + x)(1 + 2x^2)(1 + 3x^4)(1 + 4x^8)(1 + 5x^{16})$ . Find the three
0591,trigonometry,free_multi,8,DONE,"1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326",HIGH,B4,YES,trig identity expansion 8-slot; note negative slot 4,Here is a little more review concerning trig functions. Using the formula for si
0592,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A parallel beam of light ray parallel to the X-axis is incident on a parabolic r
0593,trigonometry,free_single,1,DONE,19.4,HIGH,B11,YES,bearing navigation: d=15.5*sin(43.4)/sin(96.1)*cos(52.5-...)=19.43~19.4; teacher/best agree,A ship is sailing due north. At a certain point the bearing of a lighthouse is N
0594,statistics,MCQ,0,UNVERIFIED,,,,YES,,Let the probability distribution of the random variable $\mathrm{X}$ be $\mathrm
0595,statistics,free_multi,2,DONE,"A, D, E, G, probability",MED,B11,YES,"logistic likelihood MCQ: A(deviance>=0),D(logL<=0),E(L<=1),G(L>=0) + word=probability; best=product WRONG",This question concerns the likelihood for logistic regression. Suppose your data
0596,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the sequence obtained by a
0597,geometry,MCQ,0,UNVERIFIED,,,,YES,,$ABC$ is a triangle with integer side lengths. Extend $\overline{AC}$ beyond $C$
0598,algebra,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"quadratic form to standard form; hard linear algebra; teacher=G, best=D; not computable",What is the result of replacing the following quadratic form with the standard f
0599,statistics,free_single,1,DONE,1.81,HIGH,B11,YES,"SE=8.5/sqrt(22)=1.812; teacher=1.81, best=1.8123; all agree",An SRS of size 22 is drawn from a population that has a normal distribution. The
0600,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,"Let the matrix \( N = \begin{bmatrix} 0 & A \\ B & 0 \end{bmatrix} \), where \( "
0601,algebra,free_multi,2,UNVERIFIED,,,,YES,,Factor the expression and simplify your answer as much as possible: $6 s^2+s-1=\
0602,statistics,free_multi,3,UNVERIFIED,,,,YES,,Heights (in centimeters) and weights (in kilograms) of $7$ supermodels are given
0603,statistics,free_multi,3,UNVERIFIED,,,,YES,,"For each problem, select the best response. (a) Which of the following is least "
0604,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"A ray of light passing through the point A$(1, 2, 3)$, strikes the plane $x + y "
0605,other,free_single,1,UNVERIFIED,,,,MAYBE,,A mountain moves toward the west by $7.6$ millimeters per year. In the past $6$ 
0606,number_theory,MCQ,0,DONE,181,HIGH,B11,YES,"least odd prime of y_25 (same recurrence as 0017); y_25 mod 181=0 confirmed; teacher=E, best=A","Consider the sequence defined by $y_0=1$, $y_1=2$, and $y_a=4y_{a-1}-y_{a-2}$ fo"
0607,geometry,free_multi,18,DONE,"0, 0, 4, 0, 0, 14, 6, 6, 20, -6, -6, 0, -4, -4, 10, -4, -4, -12",HIGH,B11,YES,"sphere centers 18-slot; teacher/best agree (same values, different format)",What center should a sphere of radius 4 have so that it sits on the xy plane wit
0608,trigonometry,free_multi,4,DONE,"B, A, A, 1981",HIGH,B11,YES,"time-vs-year: B(not fn), A(fn), A(record meaning), 1981; best=1981 is undercount (only slot4)","Since Roger Bannister broke the 4-minute mile on May 6, 1954, the record has bee"
0609,other,free_single,1,UNVERIFIED,,,,MAYBE,,A convertible and a minivan leave a highway junction at the same time. The conve
0610,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"complex plane perimeter; competition; teacher=4pi, best=8pi/3+2sqrt(3)",Let $R$ be the region in the complex plane enclosed by the curve $f(\theta)=e^{i
0611,statistics,free_single,1,UNVERIFIED,,,,YES,,A regression line using 33 observations produced SSR=140 and SSE=57. Determine t
0612,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Write the following rational number in simplest form: $\frac{24560172}{29255499}
0613,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,"What is the expression for $\beta$ being linearly represented by $\alpha_{1}, \a"
0614,algebra,MCQ,0,UNVERIFIED,,,,YES,,Allow the expression $x \left( x-a \right) \left( x-b \right) \left( x-c \right)
0615,algebra,free_multi,2,UNVERIFIED,,,,YES,,An amateur cyclist is training for a road race. He rode the first 42-mile portio
0616,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,The general solution of the equation $y''+y= sin 2 x$ is
0617,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Describe a series of shifts which translates the graph $y=(x-7)^3-6$ back onto t
0618,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,The volume of the solid of revolution formed by rotating the region bounded by t
0619,statistics,free_multi,3,UNVERIFIED,,,,YES,,Test the claim that the two samples described below come from populations with t
0620,statistics,free_multi,4,DONE,"4/sqrt(7), 16/7, 2.167, B",HIGH,B12,YES,"chi-sq test: s=4/sqrt(7), chi2=16/7, crit=2.167(df7,alpha0.05), B=FTR; best=B undercount(4->1)",A random sample of $n=8$ observations from a normal population produced the foll
0621,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Two numbers have a sum of $153$. If one number is $k$, represent the other numbe"
0622,statistics,free_multi,4,DONE,"3.854, 2.567, Yes",PARTIAL,B4,YES,slot 4 unknown (interpretation phrase),There is a lot of interest in the relationship between studying music and studyi
0623,other,free_multi,6,UNVERIFIED,,,,MAYBE,,"Now that we have looked at the Gauss Trick, we would like to see why it works. M"
0624,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If f(2x) = x + 5 and f(g(6)) = 13, then 2 * g(6) ="
0625,algebra,free_single,1,UNVERIFIED,,,,YES,,Factor out the greatest common factor first and place it in front. Then factorin
0626,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Calculate the integral $\int_{-1}^{1} \mid z \mid \mathrm{d} z$, with the integr"
0627,geometry,free_single,1,UNVERIFIED,,,,YES,,"Given that the surface area of a sphere is 163 $\pi$ cm $^2$, find its volume. N"
0628,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Round the decimal $75.6733$ to the specified places. Round to a whole number: [A
0629,other,free_single,0,UNVERIFIED,,,,MAYBE,,"There are $n$ cities in a country, where $n \geq 100$ is an integer. Some pairs "
0630,other,free_multi,2,UNVERIFIED,,,,MAYBE,,5.751+66.23=[ANS] 571.7-7.335=[ANS]
0631,calculus,MCQ,0,UNVERIFIED,,,,YES,,Define $C(\alpha)$ to be the coefficient of $x^{1992}$ in the power series about
0632,other,free_single,1,UNVERIFIED,,,,MAYBE,,Evaluate this expression: ${3+4(113-4\cdot3^{3})=}$ [ANS]
0633,algebra,free_multi,2,DONE,"B, D, 8",HIGH,B5,YES,multi-select + value 3-slot,(a) What operation on both sides of the equation $7x=56$ isolates the variable o
0634,other,free_single,1,UNVERIFIED,,,,MAYBE,,A book is opened to a page at random. The product of the facing page numbers is 
0635,algebra,free_multi,3,UNVERIFIED,,,,YES,,"Suppose $Q=37.6(0.746)^t$. Give the starting value $a$, the growth factor $b$, a"
0636,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $n$ be a positive integer. There exist $n$ ordered triples$$(x_1, y_1, z_1),"
0637,other,free_multi,6,UNVERIFIED,,,,MAYBE,,"For each set of Polar coordinates $(r,\theta)$, match the equivalent Cartesian c"
0638,statistics,free_multi,4,DONE,"0.15, (-infty, -1.75)U(1.75, infty), 0.88, D",HIGH,B5,YES,proportion z-test 4-slot,An Office of Admission document claims that 55.9\% of UVA undergraduates are fem
0639,statistics,free_single,1,UNVERIFIED,,,,YES,,Suppose you calculate a 99\% confidence interval of 14.51 to 21.16. Determine th
0640,other,MCQ,0,UNVERIFIED,,,,MAYBE,,What is the coefficient of $x^3y^{13}$ in $\left(\frac 12x + y\right)^{17}$ ?
0641,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Estimate the product by rounding each of the given values to the nearest tenth. 
0642,trigonometry,free_multi,3,DONE,"6, pi/3, 13",HIGH,B12,YES,"y=7+6cos(6x): amp=6, period=2pi/6=pi/3, max=7+6=13; teacher/best agree",Consider the function $y=7+6 \cos(6x)$. (a) What is its amplitude? [ANS]. (b) Wh
0643,other,free_multi,5,UNVERIFIED,,,,MAYBE,,Are the following statements true or false? [ANS] 1. If $f$ and $h$ are reciproc
0644,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"How many positive integers $n\le 2010$ satisfy $\phi (n)|n$ , where $ \phi (n)$ "
0645,other,free_single,1,UNVERIFIED,,,,MAYBE,,"A flight costs \$11,500 to operate, regardless of the number of passengers. Each"
0646,calculus,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"Taylor error bound MCQ; teacher=A, best=J; not computed","Find a ""reasonable"" upper-bound on the error in approximating $f(x) = (x-1) \cdo"
0647,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"OEIS period-of-reciprocal MCQ; teacher=J, best=B",We now define an algorithm: The definition of a(n) is: Periods of reciprocals of
0648,algebra,free_multi,2,UNVERIFIED,,,,YES,,"A manufacturer pays its assembly line workers \$11.51 per hour. In addition, wor"
0649,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $n$ be a positive integer. Given an $n\times n$ board, the unit cell in the "
0650,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $f(x) = \mathrm{e}^{x}$. On the interval $\left[ 0, 1 \right]$, provide a ta"
0651,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The rat population in a major metropolitan city is given by the formula $ n(t)=7
0652,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $G$ be a finite abelian group. There is a magic box $T$. At any point, an el"
0653,algebra,free_multi,3,UNVERIFIED,,,,YES,,Nicotine leaves the body at a constant rate. At a time of $4$ hours after smokin
0654,algebra,free_multi,4,UNVERIFIED,,,,YES,,"Find $\small{f(12), f(-7), f(\pi), \;\mbox{and}\; f(-7.1)}$ for: \small{f(x)=\be"
0655,algebra,free_single,1,DONE,S = 0.85*L,HIGH,B12,YES,15% discount: S=0.85L; trivial; best=1 is completely wrong,A store is offering a 15\% discount on all items. Write an equation relating the
0656,algebra,free_single,1,UNVERIFIED,,,,YES,,Enter a quadratic polynomial which has roots at 5/6 and 3. [ANS]
0657,statistics,free_multi,8,DONE,"172.52, 187.48, 172.87, 187.13, 0, 5.167, -10.33, 10.33",HIGH,B5,YES,difference of means 8-slot,The purpose of this question is to compare the variability of $\overline{x}_1$ a
0658,algebra,MCQ,0,UNVERIFIED,,,,YES,,Let $f(x) = 4x^3 + 2x^2 + x + 1$. Try to find a polynomial $P_2(x)$ of degree no
0659,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Suppose that for a given data set, $s_x^2=550, \quad s_y^2=820, \quad \mbox{cov}"
0660,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Find $I=\int \frac{ 5 }{ 1+\sqrt{(x+1)^2+1} } \, dx$."
0661,algebra,free_multi,2,UNVERIFIED,,,,YES,,An astronaut $r$ thousand miles from the center of the earth weighs $2880/r^2$ p
0662,other,free_single,1,UNVERIFIED,,,,MAYBE,,Fabrienne hired a face-painter for a birthday party. The painter charged a flat 
0663,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is Lucas and Lehmer numbers w
0664,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Express each decimal as a fraction or mixed number in simplest form. 1) 0.83=[AN
0665,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $f(x)=\int_{x}^{{{x}^{2}}}{{{e}^{-x{{y}^{2}}}}} \text{d}y$, then ${f}'(y)=$"
0666,statistics,free_multi,2,UNVERIFIED,,,,YES,,Suppose that the sales at Borders bookstores went from $76$ million dollars in $
0667,algebra,MCQ,0,UNVERIFIED,,,,YES,,Find the particular solution of the differential equation $y''[x+(y')^{2}] = y'$
0668,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Compute the largest integer $n$ such that $2005^{2^{100}} - 2003^{2^{100}}$ is d
0669,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A particle has a velocity u towards the east at t = 0. Its acceleration is towar
0670,other,MCQ,0,UNVERIFIED,,,,MAYBE,,What is the number of iterations required in total to generate all the sub-keys 
0671,other,free_multi,2,UNVERIFIED,,,,MAYBE,,5.7 $\times$ 0.3=[ANS] 56.6 $\div$ 0.5=[ANS]
0672,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Evaluate $L=\lim_{(x,y) \to (-1,1)}\left(\frac{ x \cdot y \cdot (x+y)-5 \cdot y "
0673,number_theory,free_single,0,UNVERIFIED,,,,YES,,"Consider a $2025\times 2025$ board where we identify the squares with pairs $(i,"
0674,statistics,free_single,1,UNVERIFIED,,,,YES,,"Add the two binomials, making sure to simplify your answer as much as possible. "
0675,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"OEIS Hurwitz-Radon MCQ; teacher=B, best=INVALID",We now define an algorithm: The definition of a(n) is given by the Hurwitz-Radon
0676,algebra,free_multi,3,DONE,"D, A, A",MED,B12,YES,study design MCQ 3-slot; teacher correct; best=A (1 of 3 slots); conceptual,One hundred volunteers who suffer from severe depression are available for a stu
0677,statistics,MCQ,0,UNVERIFIED,,,,YES,,"The number of home runs the Boston Red Sox hit in eight consecutivegames were 2,"
0678,statistics,free_single,1,UNVERIFIED,,,,YES,,Teaneck High had an enrollment of 11510 in 1986 and an enrollment of 12910 in ye
0679,geometry,free_single,1,DONE,11,HIGH,B12,YES,silo radius: 40pi*r^2+(2/3)pi*r^3=18000 -> r=11.002~11; teacher correct; best=answer WRONG,A grain silo consists of a cylindrical main section and a hemispherical roof. If
0680,calculus,free_multi,4,UNVERIFIED,,,,YES,,"Calculate the successive average rates of change for the function, $H(x)$ in the"
0681,statistics,free_multi,4,DONE,"28900, 170, 135, 205",HIGH,B12,YES,artist revenue: max=28900 at price=170; 135/205 are symmetric prices at revenue=27675; best missing first 2 slots,"Currently, an artist can sell $240$ paintings every year at the price of ${\$100"
0682,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"ordered triples GCD competition; teacher=G, best=INVALID","Let $N$ be the number of ordered triples $(a,b,c)$ of positive integers such tha"
0683,other,free_single,1,UNVERIFIED,,,,MAYBE,,Change the fraction ${-{\textstyle\frac{13}{20}}}$ into a decimal. ${{-{\textsty
0684,statistics,free_single,1,DONE,-1.55,HIGH,B12,YES,critical z left-tail alpha=0.06: InvNorm(0.06)=-1.555; teacher=-1.55; best=answer WRONG,Find the critical $z$ value for a left-tailed test using a significance level of
0685,other,free_single,1,UNVERIFIED,,,,MAYBE,,In which of the following scenarios will conducting a paired $t$-test for means 
0686,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If a real number x is chosen at random in the interval [0, 3] and a real number "
0687,algebra,free_single,1,UNVERIFIED,,,,YES,,A construction company must pay a fine for completing a job late. The company us
0688,other,free_single,0,UNVERIFIED,,,,MAYBE,,"In Mexico, there live $n$ Mexicans, some pairs of which know each other. They de"
0689,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"During a one-month promotional campaign, Tiger Films gave either a free DVD rent"
0690,algebra,MCQ,0,DONE,5.2340,HIGH,B12,YES,log_pi(400)=ln(400)/ln(pi)=5.2340; value confirmed; MCQ letter H (teacher); best=G,Use common logarithms or natural logarithms and a calculator to evaluate to four
0691,statistics,free_single,1,UNVERIFIED,,,,YES,,How many rounds of golf do those physicians who play golf play per year? A surve
0692,trigonometry,free_single,1,UNVERIFIED,,,,YES,,Find the positive value of $x$ which satisfies $x=3.8 \cos(x)$. Give the answer 
0693,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Let $y=f(x)$ be a periodic function whose values are given below. Find the perio
0694,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Bea T. Howen, a sophomore college student, lost her scholarship after receiving "
0695,trigonometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"infinitesimals comparison; teacher=E, best=INVALID; not Wolfram-computable","Arrange the infinitesimal quantities $\alpha=\sqrt{1+x^{2}}-\cos x \, \quad\beta"
0696,algebra,free_multi,2,DONE,"x+8, -81",HIGH,B12,YES,"complete square: x^2+16x-17=(x+8)^2-81; teacher=""x+8,-81"", best=""-8,-81"" (h value vs expression)",Complete the square by writing $-17+16x+x^2$ in the form $(x-h)^2+k$. Note: the 
0697,other,free_single,1,UNVERIFIED,,,,MAYBE,,Suppose $r$ varies directly with $t$ and that $r=30$ when $t=5$. What is the val
0698,other,free_single,1,UNVERIFIED,,,,MAYBE,,It’s give that $76\cdot67=5092$. Use this fact to calculate the following: ${7.6
0699,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The expression x^{3}\left(\frac{1}{7} x^{4}\right)(42x^{-10}) equals $c/x^e$ whe
0700,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"reciprocity sum competition; teacher=F, best=A; not Wolfram-computable",Let $p$ and $q$ be two coprime positive integers. What is $$ \sum_{0 < x < \frac
0701,other,free_single,1,UNVERIFIED,,,,MAYBE,,You are flying in an open plane at an altitude of 7744 feet and you drop a Coca 
0702,algebra,free_single,1,UNVERIFIED,,,,YES,,Perform the operation (-u^4-2 u^3-u^2-5 u-5)+(-2 u^3+4 u^2-u-3) and combine line
0703,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Compute the integral: $$ \int \frac{ 6 }{ \sin(3 \cdot x)^6 } \, dx $$"
0704,statistics,free_multi,3,DONE,"3.652, 1.645, B",HIGH,B12,YES,proportion z-test 3-slot; teacher/best agree (minor rounding: 3.65 vs 3.652),A new cream that advertises that it can reduce wrinkles and improve skin was sub
0705,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Select True or False, depending on whether the corresponding statement is true o"
0706,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find this expression’s value. Round your answer to two or more decimal places. $
0707,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"A man invests his savings in two accounts, one paying 6 percent and the other pa"
0708,other,free_multi,2,UNVERIFIED,,,,MAYBE,,One number is $9$ less than a second number. Find a pair of such number that the
0709,number_theory,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is the period length of the s
0710,trigonometry,free_single,1,UNVERIFIED,,,,YES,,Find all solutions to the equation $ 8 \cos(x+3)=1$ in the interval $0 \leq x \l
0711,geometry,MCQ,0,UNVERIFIED,,,,YES,,"We now define an algorithm: The definition of a(n) is: Triangle T(n,k) of number"
0712,algebra,free_multi,3,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"herbal tea study design MCQ 3-slot; conceptual; teacher=D,D,A, best=INVALID",A group of college students believes that herbal tea has remarkable restorative 
0713,algebra,free_multi,2,UNVERIFIED,,,,YES,,Simplify. (a) $-\sqrt[5]{243}=$ [ANS] (b) $\sqrt[4]{-81}=$ [ANS] Write your answ
0714,other,free_single,1,UNVERIFIED,,,,MAYBE,,Jason buys sports equipment worth \$ \$80.00 and pays 5\% sales tax. What is the
0715,other,free_multi,4,DONE,"5, 7, 9, 13, 8.5, 6, 7, 8, 9, 10, 11, 8.5",HIGH,B5,MAYBE,sampling distribution 4-slot (lists as slots); format risk,Consider the population of four juvenile condors. Their weights in pounds are: 5
0716,statistics,free_single,1,DONE,19/33,HIGH,B12,YES,R^2=SSR/(SSR+SSE)=95/165=19/33; Wolfram confirmed; best=answer WRONG,"Suppose that for a given least-squares regression, the sum of squares for error "
0717,other,free_single,1,UNVERIFIED,,,,MAYBE,,Evaluate the expression $6^3+6^5$. [ANS] [NOTE: Your answer cannot be an algebra
0718,statistics,free_multi,3,UNVERIFIED,,,,YES,,"Here is a list of some cities’ population: ${72704000,\;\;72120000,\;\;75396000,"
0719,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"How many ways are there to color the vertices of a cube with two colors, up to r"
0720,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"ODE truncation error proof; teacher=D, best=INVALID; requires analytical proof","The given initial value problem $$ \left\{\begin{array} {l} {y^{\prime}=ax+b,} \"
0721,statistics,free_multi,3,DONE,"D, A, A",HIGH,B5,YES,3-slot CLT/sampling MCQ,"For each problem, select the best response. (a) How much do you plan to spend fo"
0722,geometry,free_single,0,UNVERIFIED,,,,YES,,"At time $t=0$, Hobbes writes down positive real numbers at the vertices of a reg"
0723,trigonometry,free_multi,2,DONE,"-sqrt(3)/2, -sqrt(2)/2",HIGH,B12,YES,"sin(300)=-sqrt(3)/2, sin(225)=-sqrt(2)/2; teacher/best agree",Use an identity to find the exact value of each expression: Note: You are not al
0724,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Find the smallest real number $M$ such that there exist four complex numbers $a,"
0725,statistics,free_multi,3,UNVERIFIED,,,,YES,,"The number of men and women among professors in Math, Physics, Chemistry, Lingui"
0726,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"According to a salad recipe, each teaspoon of vinegar should be mixed with $6$ t"
0727,trigonometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"sum optimization competition; teacher=A, best=INVALID",Determine the greatest possible value of $\sum_{i=1}^{10} \cos(3x_i)$ for real n
0728,other,free_single,1,UNVERIFIED,,,,MAYBE,,After a 5\% raise your new salary is \$ 84000. Before the raise your salary was 
0729,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,Consider matrix $A=\left( \begin{matrix} {{{2}}} & {{{5}}} & {{{0}}} & {{{0}}} \
0730,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Evaluate $L=\lim_{P(x,y) \to P(m+n,m-n)}\left(\frac{ x^2-m \cdot x-x \cdot y+m \"
0731,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"Find the number of ordered pairs of positive integers $(a,b)$ such that neither "
0732,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,"Let the 3rd order matrix `A = (alpha _1,alpha _2,alpha _3), B = (alpha _2-2alpha"
0733,statistics,free_multi,4,UNVERIFIED,,,,YES,,Determine the sample size required to estimate a population mean to within 11 un
0734,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Hill A is $5.56$ kilometers in height, while Hill B is $730$ meters in height. W"
