id,subject,type,n_ans_slots,wolfram_status,wolfram_answer,confidence,batch,computable,notes,question_preview
0440,geometry,MCQ,0,DONE,5/2,MED,B22,YES,min area convex lattice pentagon = 5/2 (known result); MCQ best=G,Given any convex pentagon whose vertices (no three of which are collinear) have 
0441,other,free_single,1,UNVERIFIED,,,,MAYBE,,You’ve poured $140$ grams of a $6\%$ (by mass) alcohol solution into a large gla
0442,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Find the gradient of the function $f(x,y) = \frac{ \sqrt{x} + y^2 }{ x \cdot y }"
0443,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"Q(8) mod 1000 competition problem; not Wolfram-computable; teacher=G, best=No listed option","Let $P(x) = x^4 + 2x^3 + 3x^2 + 4x + 5$ have roots $r_1, r_2, r_3, r_4$ . Given "
0444,number_theory,free_multi,6,DONE,"113, 35, 112, 61, 148, 43",HIGH,B11,YES,"division: 9075=113*80+35, 8685=112*77+61, 8331=148*56+43; best=43 is severe undercount",Find the quotient and remainder in each of the following. $80\vert\overline{9075
0445,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B18,YES,coin-flip 20H-before-19T m+n mod competition; best=G; not Wolfram-computable,"$P$ is the probability that if you flip a fair coin, $20$ heads will occur befor"
0446,statistics,free_multi,2,DONE,"1.87, 0.972",HIGH,B15,YES,"regression: SE=1.87, R^2=0.972 (confirmed); best=0.9720 undercount (missing SE)",Find the standard error of the estimate and the coefficient of determination for
0447,algebra,free_single,1,DONE,x <= 4,HIGH,B11,YES,x<=6 AND x<=4 -> x<=4; teacher/best agree (different notation),Solve the compound inequality. x \leq 6 \mbox{and} x \leq 4 Answer: [ANS]
0448,algebra,free_multi,2,DONE,"x^3-4x^2-6x+30, x^2-9x+20",MED,B18,YES,rational function reduced form 2-slot; best has both polys; plausible,"Is the function below a rational function? If it is, write it in reduced form as"
0449,statistics,free_multi,3,DONE,"3.5850, 0.0003460, B",MED,B15,YES,wristwatch t-test 3-slot; best has all 3; plausible,$50$ people are randomly selected and the accuracy of their wristwatches is chec
0450,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"equiangular hexagon competition problem; teacher=I, best=A; not Wolfram-computable","There is an equiangular hexagon $OUTDIA$ such that $OU=DI$ , $UT=IA$ , $TD=AO$ a"
0451,statistics,free_multi,6,DONE,"0.1290,0.1935,0.2097,14,0.1774,0.06452",MED,B22,YES,"rel-freq table, total=62; best slots plausible (8/62=0.129 etc)",Complete the table below. $\begin{array}{ccc}\hline Books read within the past y
0452,statistics,free_single,1,DONE,42,MED,B22,YES,chi-sq independence df=(8-1)(7-1)=42; best=42 plausible (other var=7 values),A chi-square independence test is to be conducted to decide whether an associati
0453,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $a_1$, $a_2$, $r$, and $s$ be positive integers with $r$ and $s$ odd. The se"
0454,other,free_multi,2,DONE,"1.5, 0.9375",HIGH,B8,MAYBE,GPA trailing zeros,Consider the report cards for Sam and Samantha given below. $\begin{array}{cccc}
0455,other,free_single,1,UNVERIFIED,,,,MAYBE,,A movie is 115 minutes long. 60 minutes=1 hour Which statement about the movie i
0456,statistics,free_multi,3,DONE,"-7.740, A, B",MED,B15,YES,two-pond salinity t-test 3-slot; best has all 3; plausible,Samples were collected from two ponds in the Bahamas to compare salinity values 
0457,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Find the sum of all positive integers $x$ such that there exists integers $a$ an
0458,other,free_single,0,UNVERIFIED,,,,MAYBE,,$n$ assistants start simultaneously from one vertex of a cube-shaped planet with
0459,trigonometry,free_multi,5,DONE,"sin^2(A), cos(A)/sin(A), sec^2(A), ...",HIGH,B22,YES,"fundamental identities: 1-cos^2=sin^2, cot=cos/sin, etc; MATCH (best correct)",Complete the following fundamental identities: $\begin{array}{cccc}\hline 1. & P
0460,other,free_multi,7,UNVERIFIED,,,,MAYBE,,Indicate whether the following statements are True (T) or False (F). You must ge
0461,statistics,free_multi,2,DONE,"2, 302",HIGH,B11,YES,range rule std=8/4=2; n=(z97*sigma/ME)^2=ceil((2.17*2/0.25)^2)=302; best=3 is completely wrong,Suppose that the minimum and maximum ages for typical textbooks currently used i
0462,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Let $f(x)=\sqrt{56-x}$ and $g(x)=x^2-x$. Then the domain of $f\circ g$ is equal 
0463,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $f(x)$ be a monotonically increasing function defined on $[a, b]$. Let $E = "
0464,statistics,MCQ,0,DONE,parallel-system exponential reliability (computable),MED,B22,YES,"L1,L2 parallel exponential lifetime distribution; MCQ best=G",Let the system $\mathrm{L}$ be formed by two independent subsystems $L1$ and $L2
0465,geometry,MCQ,0,DONE,8/9,HIGH,B22,YES,vol under z=2r inside r=cosθ: (2/3)int cos^3=8/9; verified; MCQ best=H,Find the volume of the solid that lies under the double cone $z^2 = 4 \cdot x^2 
0466,statistics,free_single,1,DONE,26.88,HIGH,B22,YES,scale 1/64: 0.42*64=26.88~26.9; MATCH (best=26.9),A model car has a scale factor of $\frac{1}{64}$ The diameter of a tire on the m
0467,algebra,free_multi,4,DONE,"0.02667w+0.03333, 100<=w<=220, 0<=C<=6, 4.967",MED,B15,YES,calories-weight linear 4-slot; best has all 4; slope/domain/range plausible,"According to the 1993 World Almanac, the number of calories a person walking at "
0468,statistics,free_multi,2,DONE,"?, 0.8816",MED,B15,YES,astronaut orientation stat 2-slot; best=0.8816 undercount 1of2; slot needs source,Astronaunts often report that there are times when they become disoriented as th
0469,geometry,free_multi,10,DONE,"s^2, 0.1575A, 0.1575s^2, C, 81, square feet, 14.175, dollars, 19.0575, dollars",HIGH,B3,YES,10-slot composition; includes units-as-slots,"The area, $A=f(s)$ square feet, of a square wooden deck is a function of the sid"
0470,statistics,free_multi,6,DONE,"1.96, 2.201, 2.326, 2.718, 2.576, 3.106",HIGH,B15,YES,"z/t for 95/98/99% CI df=11; best=""2.576,3.106"" undercount 2of6 (only 99% CI)",Suppose you have selected a random sample of $n=12$ measurements from a normal d
0471,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B22,YES,triangle circumcircle power-of-point competition; best=C,"In triangle $ABC,$ $BC=9.$ Points $P$ and $Q$ are located on $BC$ such that $BP="
0472,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"On a certain planet, there are exactly 360 days in a year. Find the number of wa"
0473,algebra,free_single,1,DONE,"[-7, -3]",HIGH,B22,YES,"u^2+10u+21<=0 -> (u+3)(u+7)<=0 -> [-7,-3]; MATCH (best correct)",Solve the following inequality and write your answer using interval notation. u^
0474,other,MCQ,0,UNVERIFIED,,,,MAYBE,,How many bit strings of length eight do not contain six consecutive 0s?
0475,other,free_single,0,UNVERIFIED,,,,MAYBE,,Two points are selected independently and uniformly at random inside a regular h
0476,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Compute $\int_{0}^{\frac{ 1 }{ 5 }} e^{-2 \cdot x^2} \, dx$ with accuracy $0.000"
0477,statistics,free_multi,2,DONE,"A, C (leading + open-ended to avoid)",MED,B22,YES,"questionnaire design MCQ; best=""A,C""; conceptual",Which of the following must be avoided in designing a questionnaire? [ANS] A. Le
0478,other,free_single,1,UNVERIFIED,,,,MAYBE,,"List all real values of $x$ such that $f(x)=0$. If there are no such real $x$, t"
0479,statistics,free_multi,4,DONE,"40.36, 43.64, 40.01, 43.99",HIGH,B1,YES,90%+95% CI 4-slot; model emitted only 95% bounds,Construct both a $90$ \% and a $95$ \% confidence interval for $\beta_1$. $\hat{
0480,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The height inside a camping tent when you are $d$ feet from the edge of the tent
0481,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B22,YES,7-digit increasing-order count mod competition; best=A,Let $N$ denote the number of $7$ digit positive integers have the property that 
0482,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Set $x^{4} \!-\! 2 x^{2} \!+\! 3 \!=\! c_{0} \!+\! c_{1} ( x \!+\! 2 ) \!+\! c_{
0483,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B22,YES,max x+3y constraint competition; best=A,"Let $x,y$ be two non-negative real numbers such that $y\sqrt{2016-x^2} + x\sqrt{"
0484,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $\star (x)$ be the sum of the digits of a positive integer $x$ . $\mathcal{S
0485,other,free_single,1,UNVERIFIED,,,,MAYBE,,Stan and Hilda can mow the lawn in $45$ min if they work together. If Hilda work
0486,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B22,YES,increasing sequences AIME competition; best=B,The number of increasing sequences of positive integers $a_1 \le a_2 \le a_3 \le
0487,statistics,free_multi,2,DONE,"-21.1, -0.9636",HIGH,B3,YES,covariance + correlation 2-slot,A sample of four 35-year-old males is asked about the average number of hours pe
0488,statistics,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"Linetown orientation competition: 2025-line acyclic orientation count; teacher=4050, best=2025!; not computable","Having won the elections in Linetown, Turbo the Snail has become mayor, and one "
0489,other,free_single,1,UNVERIFIED,,,,MAYBE,,Angelina's goal for each five-day work week is to have average total sales of \$
0490,geometry,free_multi,4,DONE,"23, ...",MED,B16,YES,"cooling 6440/280=23 BTU/sqft const; best=""23.00,410.0"" 4-slot, slot1=23 confirmed","The required cooling capacity, in BTUs, for a room air conditioner is directly p"
0491,statistics,free_multi,5,DONE,"1255.37, 1091.15, 1419.59, No, Central Limit Theorem",MED,B16,YES,flight-miles CI 5-slot; best has all 5; plausible,Following are the number of miles traveled for 30 randomly selected business fli
0492,statistics,free_multi,2,DONE,"A, A",HIGH,B11,YES,"R^2=0.9^2=0.81=81% variation explained->A; slot2=A; best slot1=81% (value not letter); teacher=A,A","If the coefficient of correlation is 0.90, the percentage of the variation in th"
0493,statistics,free_multi,4,DONE,"14.67, B, 0.06866, 0.1083",MED,B22,YES,color-blindness proportions/CI 4-slot; best has all 4; plausible,"In a study of red/green color blindness, $900$ men and $2650$ women are randomly"
0494,other,free_multi,2,UNVERIFIED,,,,MAYBE,,It’s given that $1 \text{gram}=1000 \text{milligrams}$. Do the following unit co
0495,statistics,free_multi,6,DONE,"100, 100, 200, 0.255, 5.991, B",HIGH,B3,YES,chi-sq GoF 6-slot,A multinomial experiment with $k=3$ cells and $n=400$ produced the data shown be
0496,trigonometry,free_single,1,DONE,9.594^\circ,HIGH,B8,YES,bearing; degree symbol required,"Directions (or bearings) on Earth are measured in degrees, running from zero to "
0497,trigonometry,free_multi,4,DONE,"1.111, 88.81, 88.81, 0.9004",HIGH,B16,YES,"tan(48d)=1.111, arctan(48)=88.81, tan^-1(48)=88.81, cot(48d)=0.9004; best correct",(a) Evaluate $\tan t$ if $t=48$ degrees. $\tan t=$ [ANS] (b) Evaluate $\arctan z
0498,statistics,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B18,YES,list mean8/median13/mode15/range27 competition; best=BROKEN (leaked reasoning text); needs construction,A list of positive integers satisfies the following properties: (A) The mean of 
0499,statistics,free_multi,4,DONE,"36.9, 0.3225, 32.25, 2.149",HIGH,B4,YES,exponential growth 4-slot,"In July 2005, the internet was linked by a global network of about 352.7 million"
0500,statistics,MCQ,0,DONE,iterative method convergence/error bound,MED,B22,YES,AX=b iterative error estimate; MCQ best=J; conceptual,"Using the iterative method to solve the system of equations $A X = b$, let $x^*$"
0501,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"GCD subset sum competition; teacher=F, best=INVALID; not Wolfram-computable","Let $S_n$ denote the set $\{1, 2,..., n\}$ , and define $f(S)$ , where $S$ is a "
0502,trigonometry,free_single,1,DONE,8/11,HIGH,B18,YES,period of 2tan(11pi/8 x-...)=pi/(11pi/8)=8/11; MATCH (best correct),Determine the period for the function $y=2 \tan (\frac{11\pi}{8}x-\frac{9\pi}{10
0503,statistics,free_multi,3,DONE,"y=-43000x+833000, 446000, 2019",HIGH,B11,YES,"slope=-43000, f(9)=446000, depleted year 2019; best=""446000,2019"" missing equation slot",A company set aside a certain amount of money in the year 2000. The company spen
0504,algebra,free_multi,2,DONE,"-3/2, -3*sqrt(3)/2",HIGH,B22,YES,"polar (3,4pi/3): x=3cos=-3/2, y=3sin=-3sqrt3/2; MATCH (best correct)",Find the rectangular coordinates of the point whose polar coordinates are $\left
0505,algebra,free_multi,6,DONE,"1, 3, 6, -5, -4, 2",HIGH,B11,YES,"Horner at x=-7: 1,3,6,-5,-4,2 confirmed; best=2 is severe undercount (1 of 6 slots)",Suppose $f(x)=-26-39x^1+37x^2+27x^3+10x^4+1x^5$ is factored using Horner's Metho
0506,statistics,MCQ,0,DONE,J,HIGH,B8,YES,balanced primes MCQ,We now define an algorithm: The definition of a(n) is the arithmetic mean of two
0507,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B23,YES,factorial-sum binomial competition; best=I,The value of $\frac{1}{399!}\left(\sum_{i=2}^{200}\frac{199!(399-i)!}{(200-i)!}-
0508,linear_algebra,free_single,0,DONE,n(n-1)/2,HIGH,B11,YES,n students n races score = n(n-1)/2; teacher/best agree,"Let $n$ be a positive integer. A class of $n$ students run $n$ races, in each of"
0509,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Given that a>0, for any two numbers x and y, where 0 < x < a and 0 < y < a, the "
0510,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Exactly \( n \) cells of an \( n \times n \) square grid are colored black, and "
0511,geometry,MCQ,0,DONE,arc length = t + 2t^3/3 (integrand 1+2t^2),MED,B23,YES,ds=sqrt((1+2t^2)^2)=1+2t^2; needs interval for number; MCQ best=I,"Find the arc length of the curve, where x=t, y=t^2 and z=2*t^3/3."
0512,algebra,free_single,1,DONE,64p^2 + 64p + 16,HIGH,B23,YES,(8p+4)^2=64p^2+64p+16; MATCH (best correct),Expand the expression (8 p+4)^2 and combine like terms. Simplify your answer as 
0513,statistics,free_multi,3,DONE,"-1.405, 1.405, 1.751",HIGH,B23,YES,"alpha=0.08: lower z=-1.405, right z=1.405, two-tail z=1.751; MATCH (best correct)",Given the significance level $\alpha=0.08$ find the following: (a) $\ $ lower-ta
0514,calculus,MCQ,0,DONE,definite integral setup for r=2 cap r=4cos(theta),MED,B23,YES,common-region polar area integral; MCQ best=I,Determine a definite integral that represents the region common to $r=2$ and $r=
0515,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Order $-8$, $19$, $1$, $12$ from least to greatest. (Separate your answers by co"
0516,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Consider the expression $7 j-11 j+4 j$. The coefficients=[ANS] (separate by a co
0517,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B23,YES,sum of 3-digit distinct-digit integers mod 1000 competition; best=E,Let $S$ denote the sum of all of the three digit positive integers with three di
0518,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"We now define an algorithm: The definition of a(n) is: Table T(n,k) = n OR k rea"
0519,statistics,free_multi,3,DONE,"426.3, 5090, 98.30",HIGH,B4,YES,population model 3-slot,Assume that the number of bacteria follows an exponential growth model: $ P(t)=P
0520,other,free_single,1,UNVERIFIED,,,,MAYBE,,You have a job raking leaves and have been able to save \$93. You decide to use 
0521,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Two numbers added together are 19. Their product is 70. What are the two numbers
0522,trigonometry,free_single,1,DONE,"-0.472, 0.472",HIGH,B18,YES,cos x=4x^2 -> x=+/-0.4719; MATCH (best correct),"Approximate, to three decimal places, the solutions to the equation. If there is"
0523,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $n$ be a positive integer. The integers $1,\,2,\,3,\,\ldots,\,n^2$ are to be"
0524,calculus,MCQ,0,DONE,"Dini derivatives (a,b,a',b' bounds)",MED,B23,YES,Dini upper/lower derivatives of piecewise oscillating fn; MCQ best=E,Find the Dini derivative of $$ f(x)=\begin{cases}ax\sin^2\frac{1}{x}+bx\cos^2\fr
0525,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Given that: $$\begin{align*}\left(\frac {1}{r}\right)\left(\frac {1}{s}\right)\l
0526,algebra,free_single,1,DONE,128x^4 + 16x^2 + 4,HIGH,B23,YES,y=8(4x^2)^2+4(4x^2)+4=128x^4+16x^2+4; MATCH (best correct),Use substitution to compose $y=8 u^2+4 u+4$ and $u=4x^{2}$. Enter your answer as
0527,other,free_multi,5,UNVERIFIED,,,,MAYBE,,A microchip inspector found eight defective chips in a batch containing $700$ ch
0528,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"A city had a population of 7,774 at the begining of 1968 and has been growing at"
0529,other,free_single,1,UNVERIFIED,,,,MAYBE,,If Kamina can do a job in $33$ hours and Simon and Kamina working together can d
0530,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Put in simplest form. For example if $\frac{3}{7}$ were the answer you would put
0531,other,free_single,1,UNVERIFIED,,,,MAYBE,,Which of the following are integers? There may be more than one correct answer. 
0532,algebra,MCQ,0,DONE,polar conic r=ed/(1-e cos) form,MED,B23,YES,"polar conic with focus at origin, given e and directrix; MCQ best=I","For the following exercises, find the polar equation of the conic with focus at "
0533,statistics,free_single,1,DONE,0.0563 (p-value),MED,B23,YES,GMAT one-sample test p-value; best=0.0563 plausible,A dean in the business school claims that GMAT scores of applicants to the schoo
0534,number_theory,MCQ,0,DONE,"a,b,c from repeated-root general solution",MED,B23,YES,"y=(C1+C2x)e^... -> repeated root -> a,b; particular -> c; MCQ best=G",Given that the general solution of the differential equation $\mathrm{y^{\prime\
0535,algebra,free_single,1,DONE,"-4, -6",HIGH,B11,YES,"x^2/240+x/24+1/10=0 -> x^2+10x+24=0 -> x=-4,-6; teacher/best agree",Use factoring to solve the polynomial equation: HINT: Try multiplying each side 
0536,linear_algebra,MCQ,0,DONE,LU decomposition of given 3x3,MED,B23,YES,compact LU factorization; computable; MCQ best=E,Decompose the following matrix into the product $LU$ using a compact format: $$ 
0537,other,free_single,1,UNVERIFIED,,,,MAYBE,,"In your Grandpa Neil’s recipe for a marinade, each serving uses $7.5$ tablespoon"
0538,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Find the zeros of the function $f(x) = x^3 - (3 + \sqrt{3}) \cdot x + 3$.
0539,algebra,free_multi,2,DONE,"4, 5",HIGH,B11,YES,"p(4)=-100 (neg), p(5)=800 (pos) -> root between 4 and 5; best=5 is undercount",Let p(x)=x^{6}-14x^{5}+72x^{4}-78x^{3}-933x^{2}+5372x-9860. The polynomial $p(x)
0540,statistics,free_multi,3,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"AR(1) process MCQ 3-slot; teacher=A,B,C, best=A,C,C; slot2 differs; need MCQ options to verify",Suppose {$Z_t$} is white noise with mean zero. Define the stochastic process {$X
0541,other,free_single,1,UNVERIFIED,,,,MAYBE,,The domain of the function $ f(x)=x+\frac{7}{3x-15}$ is all real numbers $x$ exc
0542,statistics,free_multi,4,DONE,"285, [7457 pop / 8388 sample], [86.35 pop / 91.59 sample]",MED,B16,YES,"range=285 confirmed; var/std convention-dependent: best used population (7457,86.35)",The length (in pages) of math research projects is given below. Using this infor
0543,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Find the answer to the nearest cent when you perform each division. Your answer 
0544,algebra,free_single,1,DONE,yes: power function (8/7)x^3,HIGH,B23,YES,s(x)=8/(7x^-3)=(8/7)x^3 is a power function; MCQ best=A,Can the following function be written in the form of an exponential function or 
0545,calculus,free_single,1,DONE,400000,HIGH,B23,YES,8000*50=400000; MATCH (best correct),Suppose that you have zero dollars now and that the average rate of change in yo
0546,other,free_multi,5,UNVERIFIED,,,,MAYBE,,Compute: $2\times 46$=[ANS] $2\times 63$=[ANS] $2\times 73$=[ANS] $2\times 36$=[
0547,geometry,MCQ,0,DONE,inscribed rectangle+triangle optimization,MED,B23,YES,area optimization in circle; MCQ best=H,"Inscribe a rectangle of base $b$ and height $h$ in a circle of radius one, and i"
0548,statistics,free_multi,2,DONE,"1.20x = 144, $120.00",HIGH,B1,YES,equation+value; risk on equation string form,The selling price of a textbook is \$144.00. If the markup is 20\% of the bookst
0549,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B23,YES,OEIS sum-of-two-squares count; best=J,We now define an algorithm: The definition of a(n) is the number of ways to writ
0550,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Evaluate $\int\int\int_{E}{z \, dV}$, where $E$ is the region defined by: $$ E ="
0551,trigonometry,free_single,1,DONE,sqrt(28),HIGH,B23,YES,"cos=-6/8 -> r=8, x=-6, y=+sqrt(64-36)=sqrt28; MATCH (best correct)",Suppose $\cos(\alpha)=\frac{-6}{8}$ and $\sin(\alpha)$ is positive. If the point
0552,statistics,free_multi,2,DONE,"33150, 36300",MED,B23,YES,Jeopardy winnings CI 2-slot; best plausible,How much money do winners go home with from the television quiz show Jeopardy? T
0553,statistics,free_multi,2,DONE,"24, 1.6",HIGH,B16,YES,IQ diff=124-100=24; z=24/15=1.6; best=1.600 undercount (missing diff=24),IQ scores have a mean of 100 and a standard deviation of 15. John has an IQ of 1
0554,algebra,MCQ,0,DONE,max entropy rate of random walk (4 edges),MED,B23,YES,random-walk entropy rate; MCQ best=A; conceptual,Consider a random walk on a connected graph with 4 edges. What is the highest po
0555,statistics,free_multi,2,DONE,"1.109, 0.1336",MED,B16,YES,poll proportion 2-slot n=1300; best plausible,A newspaper conducted a statewide survey concerning the 1998 race for state sena
0556,geometry,free_single,1,DONE,chain rule dA/dt = f'(r) h'(t),MED,B23,YES,"related-rates chain-rule statement; MCQ best=""C,D""",Let $A=f(r)$ be the area of a circle with radius $r$ and $r=h(t)$ be the radius 
0557,algebra,free_single,1,DONE,5,HIGH,B11,YES,|5|=5 trivially; best=6 is WRONG (trivial error),Find the absolute value of this number. ${|{5}|=}$ [ANS]
0558,algebra,free_single,1,DONE,f(x)=(13/2)x-25,HIGH,B11,YES,"linear fn f(250)=1600, f(650)=4200: slope=13/2, b=-25; teacher/best agree",Find an equation for the linear function which has $f(250)=1600$ and $f(650)=420
0559,other,free_single,1,UNVERIFIED,,,,MAYBE,,Multiply the following: ${-{8 {\textstyle\frac{3}{4}}} \cdot {32}}$ [ANS]
0560,statistics,free_multi,3,DONE,"mean 0, sd 1 (standardized variable)",MED,B23,YES,"standardized var properties MCQ; best=""C,A,A""",A standardized variable always has [ANS] A. mean 0 and changing standard deviati
0561,number_theory,MCQ,0,DONE,2^26*3^14*5^7*7^4*11^2*13^2*17*19*23*29,HIGH,B23,YES,30! prime factorization verified; MCQ best=E,Find the prime factorization of 30!.
0562,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Identify the smallest natural number (positive integer) $f$ such that for every 
0563,other,free_single,1,UNVERIFIED,,,,MAYBE,,A painting is on sale at ${\$560.00}$. Its original price was ${\$700.00}$. What
0564,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Compute private key $( \mathbf{d}, \mathbf{p}, \mathbf{q} )$, waht is th public "
0565,other,free_multi,3,UNVERIFIED,,,,MAYBE,,"Order these decimals from biggest to smallest: ${-7.6,-7.006,-7.06}$ [ANS] > [AN"
0566,other,free_single,1,UNVERIFIED,,,,MAYBE,,The expression \sqrt{180}-\sqrt{45} equals [ANS] $\times\sqrt{5}$.
0567,statistics,free_multi,2,DONE,false-statement about frequency distributions,MED,B23,YES,"identify false stat statement; best=""A,A""; conceptual",Which of the following statements is false? [ANS] A. The intervals in a frequenc
0568,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Add as indicated: a) $-4+(-6)=$ [ANS] b) $-6+9=$ [ANS]
0569,number_theory,MCQ,0,DONE,(p^2-1)(p^2-p),HIGH,B23,YES,|GL_2(F_p)|=(p^2-1)(p^2-p); value verified; MCQ best=B,Let $p$ be an odd prime. What is the order of $G L_{2} ( \mathbb{F}_{p} )?$
0570,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the number of single parad
0571,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Given positive integers $d$, define the sequence $s(d)$ by the following rules: "
0572,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"A football team gains 8 yards on first down, loses 6 on second down and then gai"
0573,other,free_single,1,UNVERIFIED,,,,MAYBE,,A room needs to be painted. It would take Fabrienne $9$ hours to paint the whole
0574,linear_algebra,MCQ,0,DONE,rank/det property of given 3x3,MED,B23,YES,"matrix A property (det=0, rank 2); MCQ best=E",Given $A=\left( \begin{matrix} {{{{4}}}} & {{{{-5}}}} & {{{{2}}}} \\ {{{{5}}}} &
0575,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let the domain of discourse $R$ be the real number field, and $A$ be a triangula"
0576,other,free_multi,2,UNVERIFIED,,,,MAYBE,,It takes Sadie $2$ day(s) more to build a shed than Mable. If they build it toge
0577,algebra,MCQ,0,DONE,condition 2a^3-9ab+27c=0 (roots in AP),MED,B24,YES,arithmetic-sequence roots condition; MCQ best=F,To ensure that the three roots of the polynomial $x^{3} + a x^{2} + b x + c$ for
0578,statistics,free_multi,3,DONE,"7.62, 9.00, 95.44",HIGH,B1,YES,CI+confidence 3-slot,A random sample of 49 female cottonmouth snakes yielded a sample mean of 8.31 sn
0579,trigonometry,MCQ,0,DONE,e^(8/3),HIGH,B24,YES,lim (tan4x/4x)^(1/2x^2)=e^(8/3); verified; MCQ best=C,Evaluate $\lim_{x \to 0^{+}} \left( \left( \frac{ \tan(4 \cdot x) }{ 4 \cdot x }
0580,calculus,MCQ,0,DONE,2/3,HIGH,B24,YES,lim(1/x^2-cot^2 x)=2/3; MCQ best=D,Compute the limit using L'Hopital's Rule: $$ \lim_{x \to 0} \left( \frac{ 1 }{ x
0581,number_theory,MCQ,0,DONE,max of y from y'+2(lnx+1)y=0,MED,B24,YES,separable ODE y=e^(-2x lnx); max value computable; MCQ best=F,Let $y=y \left(x \right)$be such that $y^{\prime}+2 \left(\operatorname{l n} x+1
0582,algebra,free_single,1,DONE,1035,HIGH,B24,YES,sum 1..45 = 45*46/2 = 1035; MATCH (best correct),"A pile of logs has $45$ logs in the bottom layer, $44$ logs in the next layer, $"
0583,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"rectangle cut competition (2024x2025); teacher=119, best=1; not Wolfram-computable","Hannah has a $2024 \times 2025$ rectangle in the coordinate plane, with sides pa"
0584,trigonometry,free_multi,2,DONE,"7z, 6w",HIGH,B8,YES,symbolic form; Qwen substituted z=w=1,"A mass is oscillating on the end of a spring. The distance, $y$, of the mass fro"
0585,statistics,free_multi,5,DONE,"-0.2235, 2.262, -2.262, No",PARTIAL,B4,YES,slot 5 unknown (interpretation phrase),It is considered quite common to have feet of unequal length. In a sample of 10 
0586,statistics,free_multi,4,DONE,"1.899, -0.9423, 0.1109, -0.02966",MED,B16,YES,cubic regression coeffs 4-slot; best has all 4,"In some cases, the best-fitting multiple regression equation is of the form $\ha"
0587,statistics,free_multi,4,DONE,"B, C, D, E, F, J, C, A, B, B",HIGH,B4,YES,4 sub-parts multi-select; last slot = B (centring effect),This is a problem on interpretation of regression equations which have quadratic
0588,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If all real symmetric matrices of order $n$ are classified by contract, that is,"
0589,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $P(x)=\sum_{i=1}^{20}(-x)^{20-i}(x+i)^i$ . Let $K$ be the product of the roo
