item_id,item_type,predicted_kaggle_answer,confidence_pct,tier,runner_up_answer,runner_up_pct,num_submissions_agreeing,num_submissions_with_answer,teacher_consensus,teacher_agrees,investigation_flag,submission_answer_distribution_json
394,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0394"": 3, ""INVALID"": 2}"
395,free,"85/3, -95/4, -10/7",26.16,5,"28.33,-23.75,-1.429",32.39,1,12,"\frac{85}{3},-\frac{95}{4},-\frac{10}{7}",False,True,"{""28.33,-23.75,-1.429"": 4, ""-1.429"": 3, ""85/3,-95/4,-10/7"": 1, ""28.3333,-23.75,-1.42857"": 2, ""PLACEHOLDER_0395"": 2}"
396,free,"(-\text{inf}, 5), (-3, 5]",91.39,1,"(-3,5]",6.7,4,12,,False,False,"{""(-\\text{inf},5),(-3,5]"": 4, ""INVALID"": 3, ""(-3,5]"": 2, ""(-inf,5),(-3,5]"": 2, ""PLACEHOLDER_0396"": 1}"
397,free,"804.2, 2145",33.41,5,257,34.24,5,12,"256\pi,\frac{2048\pi}{3}",False,True,"{""804.2,2145"": 5, ""257"": 1, ""2145"": 2, ""256\\pi,\\frac{2048\\pi}{3}"": 2, ""PLACEHOLDER_0397"": 2}"
398,MCQ,A,99.0,1,INVALID,1.27,7,12,A,True,False,"{""A"": 7, ""PLACEHOLDER_0398"": 3, ""INVALID"": 2}"
399,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0399"": 3, ""INVALID"": 2}"
400,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0400"": 3, ""INVALID"": 2}"
401,free,"143.2, 240.0, 52.52, -135.0",43.41,4,"\dfrac{450°}{\pi},\240°,\\dfrac{165°}{\pi},\-135°",34.24,5,12,,False,False,"{""143.2,240,52.52,-135"": 5, ""\\dfrac{450°}{\\pi},\\240°,\\\\dfrac{165°}{\\pi},\\-135°"": 1, ""-135"": 2, ""\\frac{450}{\\pi}^\\circ,240^\\circ,\\frac{165}{\\pi}^\\circ,-135^\\circ"": 2, ""PLACEHOLDER_0401"": 2}"
402,MCQ,J,99.0,1,INVALID,1.27,7,12,J,True,False,"{""J"": 7, ""PLACEHOLDER_0402"": 3, ""INVALID"": 2}"
403,MCQ,INVALID,31.33,5,H,29.82,1,12,J,False,True,"{""J"": 6, ""I"": 2, ""INVALID"": 1, ""H"": 1, ""PLACEHOLDER_0403"": 2}"
404,free,52.00,74.12,3,52\%,15.33,8,12,52\%,False,True,"{""52"": 8, ""52\\%"": 2, ""PLACEHOLDER_0404"": 2}"
405,MCQ,B,56.03,4,A,36.11,1,12,,False,False,"{""H"": 6, ""B"": 1, ""A"": 2, ""F"": 2, ""PLACEHOLDER_0405"": 1}"
406,free,-7,99.0,1,-6,1.27,7,12,-7,True,False,"{""-7"": 7, ""PLACEHOLDER_0406"": 3, ""-6"": 2}"
407,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0407"": 3, ""INVALID"": 2}"
408,free,"\dfrac{5816}{9999}, \dfrac{3017}{99990}, \dfrac{574}{999}, \dfrac{653}{9990}, \dfrac{428}{999}",49.98,4,"0.581658,0.030173,0.574575,0.0653654,0.428428",24.61,2,12,,False,False,"{""\\dfrac{5816}{9999},\\dfrac{3017}{99990},\\dfrac{574}{999},\\dfrac{653}{9990},\\dfrac{428}{999}"": 2, ""0.581658,0.030173,0.574575,0.0653654,0.428428"": 1, ""5816/9999,3017/99990,574/999,653/9990,428/999"": 3, ""0.581658,0.030173,0.574575,0.0653665,0.428428"": 3, ""\\dfrac{428}{999}"": 1, ""428/999"": 1, ""PLACEHOLDER_0408"": 1}"
409,free,"(-0.02462, 4.239)",78.44,3,"(1.012,3.202)",17.87,2,9,,False,False,"{""(-0.02462,4.239)"": 2, ""(-5.0535,11.3001),(-0.5134,6.7599)"": 3, ""(1.012,3.202)"": 1, ""(-2.86,7.08),(-0.10,4.32)"": 2, ""PLACEHOLDER_0409"": 1}"
410,free,"45.00, 4.000",91.39,1,4,6.7,4,12,,False,False,"{""45,4"": 4, ""45°,4\\text{seconds}"": 3, ""4"": 2, ""45^\\circ,4s"": 2, ""PLACEHOLDER_0410"": 1}"
411,free,39246,55.37,4,27.37,37.42,1,12,,False,False,"{""27.37"": 7, ""39246"": 1, ""\\frac{392\\pi}{45}"": 2, ""PLACEHOLDER_0411"": 2}"
412,free,\dfrac{4\sqrt{78} - 35}{72},78.32,3,\frac{4\sqrt{78}-35}{72},20.61,6,12,,False,False,"{""\\dfrac{4\\sqrt{78}-35}{72}"": 6, ""\\frac{4\\sqrt{78}-35}{72}"": 1, ""PLACEHOLDER_0412"": 3, ""INVALID"": 2}"
413,free,\text{A},85.0,2,A,12.48,3,12,,False,False,"{""\\text{A}"": 3, ""A"": 3, ""0.893,(1.77,\\mathrm{infty}),0.2,\\mathrm{A}"": 3, ""0.893,(1.855,infty),0.2,A"": 2, ""PLACEHOLDER_0413"": 1}"
414,MCQ,I,99.0,1,INVALID,1.27,7,12,I,True,False,"{""I"": 7, ""PLACEHOLDER_0414"": 3, ""INVALID"": 2}"
415,free,"\sqrt{\frac{A}{6}}, A, \left( \frac{A}{6} \right)^{3/2}, A",47.97,4,"\left(\frac{A}{6}\right)^{3/2},A",23.62,2,12,,False,False,"{""\\sqrt{\\frac{A}{6}},A,\\left(\\frac{A}{6}\\right)^{3/2},A"": 2, ""\\left(\\frac{A}{6}\\right)^{3/2},A"": 1, ""\\dfrac{A\\sqrt{6A}}{36},A"": 2, ""\\sqrt{A/6},\\A,\\(A/6)^{3/2},\\A"": 3, ""A"": 1, ""\\sqrt{\\frac{A}{6}},A,(\\frac{A}{6})^{3/2},A"": 2, ""PLACEHOLDER_0415"": 1}"
416,free,\dfrac{11}{16},33.65,5,12,25.16,1,12,"11,16",False,True,"{""11,16"": 3, ""\\dfrac{11}{16}"": 1, ""0.6875"": 4, ""12"": 1, ""16"": 1, ""PLACEHOLDER_0416"": 2}"
417,free,"1.006, 0.9676, 28, 29.10, 1.039",28.72,5,"28,29.1,1.039,1.006,0.9673",22.28,1,12,,False,False,"{""1.006,0.9676,28,29.1,1.039"": 1, ""1.006,0.9675,28,29.1,1.039"": 3, ""28,29.1,1.039,1.006,0.9673"": 1, ""1.006,0.97,28,29.1,1.039"": 1, ""1.039"": 1, ""0.9673"": 1, ""1.0056,0.9675,28,29.1,1.0393"": 2, ""PLACEHOLDER_0417"": 2}"
418,free,"2.958, 1.751, 0.001530, B",37.29,5,B,30.67,1,12,,False,False,"{""2.958,1.751,0.00153,B"": 1, ""B"": 4, ""2.958,1.751,0.001494,B"": 1, ""2.96,1.75,0.0016,B"": 3, ""2.958,1.75,0.0015,B"": 2, ""PLACEHOLDER_0418"": 1}"
419,free,n^2,91.39,1,1,4.93,3,8,,False,False,"{""n^2"": 3, ""2n(n-1)"": 2, ""1"": 1, ""PLACEHOLDER_0419"": 2}"
420,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0420"": 3, ""INVALID"": 2}"
421,free,"-\dfrac{9\sqrt{5}}{20}, -\dfrac{\sqrt{5}}{20}",69.6,3,"-\dfrac{9\sqrt{5}}{20},\-\dfrac{\sqrt{5}}{20}",11.17,4,12,"-\frac{9\sqrt5}{20},-\frac{\sqrt5}{20}",False,True,"{""-\\dfrac{9\\sqrt{5}}{20},-\\dfrac{\\sqrt{5}}{20}"": 4, ""-\\dfrac{9\\sqrt{5}}{20},\\-\\dfrac{\\sqrt{5}}{20}"": 1, ""-\\dfrac{\\sqrt{5}}{20}"": 2, ""-\\frac{9\\sqrt5}{20},-\\frac{\\sqrt5}{20}"": 2, ""-\\frac{9\\sqrt{5}}{20},-\\frac{\\sqrt{5}}{20}"": 1, ""PLACEHOLDER_0421"": 2}"
422,free,20,95.51,1,\frac{(2N+1)^3+1}{2},2.11,2,8,,False,False,"{""20"": 2, ""(N+1)(4N^2+2N+1)"": 3, ""\\frac{(2N+1)^3+1}{2}"": 2, ""PLACEHOLDER_0422"": 1}"
423,free,-0.5000,95.17,1,PLACEHOLDER_0423,4.83,10,12,,False,False,"{""-0.5"": 10, ""PLACEHOLDER_0423"": 2}"
424,free,"\text{parameter}, \text{parameter}, \text{statistic}, \text{statistic}",42.84,4,"parameter,parameter,statistic,statistic",37.58,2,12,"parameter,parameter,statistic,statistic",False,True,"{""\\text{parameter},\\text{parameter},\\text{statistic},\\text{statistic}"": 2, ""parameter,parameter,statistic,statistic"": 3, ""statistic"": 2, ""PLACEHOLDER_0424"": 3, ""INVALID"": 2}"
425,free,7,99.0,1,8,1.27,7,12,7,True,False,"{""7"": 7, ""PLACEHOLDER_0425"": 3, ""8"": 2}"
426,free,11,99.0,1,12,1.27,7,12,11,True,False,"{""11"": 7, ""PLACEHOLDER_0426"": 3, ""12"": 2}"
427,MCQ,E,77.43,3,\TEXT{NO LISTED OPTION},14.5,8,12,,False,False,"{""E"": 8, ""\\TEXT{NO LISTED OPTION}"": 3, ""PLACEHOLDER_0427"": 1}"
428,free,"43, 55",97.68,1,55,6.66,5,12,"43,55",True,False,"{""43,55"": 5, ""55"": 2, ""PLACEHOLDER_0428"": 3, ""44"": 2}"
429,free,7.05,96.23,1,A,1.77,6,12,,False,False,"{""7.05"": 6, ""A.\\\\$7.05"": 3, ""A"": 2, ""PLACEHOLDER_0429"": 1}"
430,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0430"": 3, ""INVALID"": 2}"
431,free,"5, 42",97.68,1,42,6.66,5,12,"5, 42",True,False,"{""5,42"": 5, ""42"": 2, ""PLACEHOLDER_0431"": 3, ""6"": 2}"
432,free,"1.202, 2.129, 4.344, 5.271",72.87,3,"1.19,2.129,4.332,5.271",14.54,3,12,,False,False,"{""1.202,2.129,4.344,5.271"": 3, ""1.19,2.129,4.332,5.271"": 2, ""1.209,2.129,4.351,5.271"": 3, ""5.271"": 1, ""1.2036,2.1294,4.3452,5.271"": 2, ""PLACEHOLDER_0432"": 1}"
433,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0433"": 3, ""INVALID"": 2}"
434,MCQ,A,77.43,3,I,14.5,8,12,,False,False,"{""A"": 8, ""I"": 3, ""PLACEHOLDER_0434"": 1}"
435,free,"0.4457, 0.5368",60.64,3,A,31.35,1,12,,False,False,"{""0.4457,0.5368"": 1, ""A"": 3, ""0.4457,0.5368,A"": 4, ""0.446,0.537,A"": 3, ""PLACEHOLDER_0435"": 1}"
436,free,20,99.0,1,21,1.27,7,12,20,True,False,"{""20"": 7, ""PLACEHOLDER_0436"": 3, ""21"": 2}"
437,free,79.63,61.74,3,"(76.37,79.63)",31.5,1,12,,False,False,"{""(76.37,79.63)"": 7, ""(76.37,\\79.63)"": 3, ""79.63"": 1, ""PLACEHOLDER_0437"": 1}"
438,free,1,47.07,4,"5,9,1,10,2,0,10,x^3y^7,1",45.81,2,12,,False,False,"{""5,9,1,10,2,0,10,x^3y^7,1"": 6, ""5,9,1,10,2,0,10,x^{3}y^{7},1"": 3, ""1"": 2, ""PLACEHOLDER_0438"": 1}"
439,free,-\dfrac{4}{13},61.66,3,-0.307692,27.16,2,12,-\frac{4}{13},False,True,"{""-\\dfrac{4}{13}"": 2, ""-0.307692"": 5, ""PLACEHOLDER_0439"": 3, ""-412"": 2}"
440,MCQ,G,77.43,3,INVALID,14.5,8,12,,False,False,"{""G"": 8, ""INVALID"": 3, ""PLACEHOLDER_0440"": 1}"
441,free,260,99.0,1,261,1.27,7,12,260,True,False,"{""260"": 7, ""PLACEHOLDER_0441"": 3, ""261"": 2}"
442,MCQ,H,77.43,3,E,14.5,8,12,,False,False,"{""H"": 8, ""E"": 3, ""PLACEHOLDER_0442"": 1}"
443,MCQ,\text{No listed option},63.1,3,G,25.61,1,8,,False,False,"{""G"": 4, ""\\TEXT{NO LISTED OPTION}"": 1, ""R"": 1, ""PLACEHOLDER_0443"": 2}"
444,free,43,47.07,4,"113,35,112,61,148,43",45.81,2,12,,False,False,"{""113,35,112,61,148,43"": 6, ""114"": 3, ""43"": 2, ""PLACEHOLDER_0444"": 1}"
445,MCQ,G,46.95,4,129,34.08,2,6,,False,False,"{""129"": 3, ""G"": 2, ""PLACEHOLDER_0445"": 1}"
446,free,0.9720,62.79,3,"1.872,0.972",30.5,3,12,,False,False,"{""1.872,0.972"": 5, ""0.972"": 3, ""1.873,0.972"": 3, ""PLACEHOLDER_0446"": 1}"
447,free,"(-\infty, 4]",55.58,4,x\leq4,37.22,2,12,,False,False,"{""x\\leq4"": 6, ""(-\\infty,4]"": 2, ""x\\le4"": 2, ""PLACEHOLDER_0447"": 2}"
448,free,"x^3 - 4x^2 - 6x + 30, x^2 - 9x + 20",66.47,3,x^2-9x+20,26.85,6,12,,False,False,"{""x^3-4x^2-6x+30,x^2-9x+20"": 6, ""x^2-9x+20"": 2, ""x^3-4x^2-6x+30,\\x^2-9x+20"": 2, ""PLACEHOLDER_0448"": 2}"
449,free,"3.5850, 0.0003460, B",30.36,5,"3.585,0.000317,B",29.45,1,12,,False,False,"{""3.585,0.000346,B"": 1, ""3.585,0.000317,B"": 1, ""B"": 3, ""3.585,0.000324,B"": 1, ""3.585,0.0004,B"": 3, ""3.585,0.0008,B"": 2, ""PLACEHOLDER_0449"": 1}"
450,MCQ,A,63.1,3,I,25.61,1,8,,False,False,"{""I"": 4, ""A"": 1, ""C"": 1, ""PLACEHOLDER_0450"": 2}"
451,free,"0.1290, 0.1935, 0.2097, 14, 0.1774, 0.06452",65.93,3,0.06452,27.17,5,12,,False,False,"{""0.129,0.1935,0.2097,14,0.1774,0.06452"": 5, ""0.129032,0.193548,0.209677,14,0.177419,0.0645161"": 3, ""0.06452"": 2, ""PLACEHOLDER_0451"": 2}"
452,free,42,99.0,1,43,1.27,7,12,42,True,False,"{""42"": 7, ""PLACEHOLDER_0452"": 3, ""43"": 2}"
453,free,1013,76.66,3,1,13.36,1,6,,False,False,"{""1013"": 1, ""1350"": 2, ""1"": 1, ""PLACEHOLDER_0453"": 2}"
454,free,0.9375,75.42,3,"1.5,0.9375",23.94,2,12,,False,False,"{""1.5,0.9375"": 8, ""0.9375"": 2, ""PLACEHOLDER_0454"": 2}"
455,free,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0455"": 3, ""INVALID"": 2}"
456,free,"-7.740, A, B",34.79,5,"-7.743,A,B",26.99,1,12,,False,False,"{""-7.74,A,B"": 1, ""B"": 3, ""-7.71,A,B"": 4, ""-7.743,A,B"": 1, ""-7.83,A,B"": 1, ""PLACEHOLDER_0456"": 2}"
457,MCQ,Letter,63.1,3,G,25.61,1,8,,False,False,"{""G"": 4, ""LETTER"": 1, ""Y"": 1, ""PLACEHOLDER_0457"": 2}"
458,free,3,74.09,3,answer,16.65,4,8,,False,False,"{""3"": 4, ""answer"": 3, ""PLACEHOLDER_0458"": 1}"
459,free,"\sin^2(A), \dfrac{\cos(A)}{\sin(A)}, \sec^2(A), \dfrac{1}{\tan(A)}, \dfrac{1}{\sin(A)}",75.78,3,\dfrac{1}{\sin(A)},10.86,3,12,,False,False,"{""\\sin^2(A),\\dfrac{\\cos(A)}{\\sin(A)},\\sec^2(A),\\dfrac{1}{\\tan(A)},\\dfrac{1}{\\sin(A)}"": 3, ""\\sin^2(A),\\frac{\\cos(A)}{\\sin(A)},\\sec^2(A),\\frac{1}{\\tan(A)},\\frac{1}{\\sin(A)}"": 3, ""value1,value2,value3"": 3, ""\\dfrac{1}{\\sin(A)}"": 1, ""\\frac{1}{\\sin(A)}"": 1, ""PLACEHOLDER_0459"": 1}"
460,free,"F, F, T, T, T, T, F",95.52,1,F,8.83,5,11,"F,F,T,T,T,T,F",True,False,"{""F,F,T,T,T,T,F"": 5, ""F"": 1, ""PLACEHOLDER_0460"": 3, ""INVALID"": 2}"
461,free,3,49.19,4,302,30.93,1,12,"2,302",False,True,"{""2,302"": 7, ""3"": 1, ""302"": 2, ""PLACEHOLDER_0461"": 2}"
462,free,"-7, 8",97.68,1,8,6.66,5,12,"-7,8",True,False,"{""-7,8"": 5, ""8"": 2, ""PLACEHOLDER_0462"": 3, ""-6"": 2}"
463,MCQ,E,93.03,1,D,3.14,5,12,,False,False,"{""E"": 5, ""D"": 4, ""J"": 2, ""PLACEHOLDER_0463"": 1}"
464,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0464"": 3, ""INVALID"": 2}"
465,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0465"": 3, ""INVALID"": 2}"
466,free,26.9,99.0,1,27,1.27,7,12,26.9,True,False,"{""26.9"": 7, ""PLACEHOLDER_0466"": 3, ""27"": 2}"
467,free,"0.02667w + 0.03333,\ 100 \leq w \leq 220,\ 0 \leq C \leq 6,\ 4.967",25.71,5,4.967,24.94,1,12,,False,False,"{""0.02667w+0.03333,\\100\\leqw\\leq220,\\0\\leqC\\leq6,\\4.967"": 1, ""4.967"": 1, ""0.02667w+0.0333,A,A,4.967"": 1, ""4.974"": 2, ""C\\approx0.0267w+0.033,\\A,\\A,\\4.97"": 3, ""4.995"": 1, ""C=0.0267w+0.03,A,A,5"": 2, ""PLACEHOLDER_0467"": 1}"
468,free,0.8816,52.79,4,"0.6714,0.8816",37.29,2,12,,False,False,"{""0.6714,0.8816"": 7, ""0.8816"": 2, ""0.671,0.882"": 2, ""PLACEHOLDER_0468"": 1}"
469,free,19.06,72.87,3,19.0575,14.54,3,12,,False,False,"{""19.06"": 3, ""19.0575"": 2, ""s^2,0.1575A,0.1575s^2,\\text{C},81,\\text{squarefeet},14.175,\\text{dollars},19.0575,\\text{dollars}"": 3, ""dollars"": 1, ""s^2,\\0.1575A,\\0.1575s^2,\\C,\\81,\\A9-ftsquaredeckhasarea81sqft,\\14.175,\\Costtostain90sqftis\\14.175,\\19.0575,\\Costtostainan11-ftsquaredeckis\\19.0575"": 2, ""PLACEHOLDER_0469"": 1}"
470,free,"2.576, 3.106",56.66,4,3.106,40.69,2,12,,False,False,"{""1.96,2.201,2.326,2.718,2.576,3.106"": 8, ""2.576,3.106"": 2, ""3.106"": 1, ""PLACEHOLDER_0470"": 1}"
471,MCQ,C,99.0,1,INVALID,0.96,4,9,C,True,False,"{""C"": 4, ""PLACEHOLDER_0471"": 3, ""INVALID"": 2}"
472,MCQ,I,99.0,1,INVALID,1.27,7,12,I,True,False,"{""I"": 7, ""PLACEHOLDER_0472"": 3, ""INVALID"": 2}"
473,free,"[-7, -3]",99.0,1,-6,1.27,7,12,"[-7,-3]",True,False,"{""[-7,-3]"": 7, ""PLACEHOLDER_0473"": 3, ""-6"": 2}"
474,MCQ,C,77.43,3,E,14.5,8,12,,False,False,"{""C"": 8, ""E"": 3, ""PLACEHOLDER_0474"": 1}"
475,free,0.3333,95.51,1,1,2.11,2,8,,False,False,"{""0.3333"": 2, ""0.666667"": 3, ""1"": 2, ""PLACEHOLDER_0475"": 1}"
476,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0476"": 3, ""INVALID"": 2}"
477,free,"A, C",97.68,1,C,6.66,5,12,"A,C",True,False,"{""A,C"": 5, ""C"": 2, ""PLACEHOLDER_0477"": 3, ""INVALID"": 2}"
478,free,-3/10,81.65,2,-0.3,7.94,1,12,-\frac{3}{10},False,True,"{""-0.3"": 9, ""-3/10"": 1, ""PLACEHOLDER_0478"": 2}"
479,free,"40.01, 43.99",80.67,2,43.99,13.31,2,12,,False,False,"{""40.01,43.99"": 2, ""40.36,43.64,40.01,43.99"": 4, ""40.357,43.643,40.011,43.989"": 3, ""43.99"": 2, ""PLACEHOLDER_0479"": 1}"
480,free,2.500,47.07,4,"2.5,2.5",45.81,2,12,,False,False,"{""2.5,2.5"": 6, ""2.5\\text{ft},2.5\\text{ft}"": 3, ""2.5"": 2, ""PLACEHOLDER_0480"": 1}"
481,MCQ,A,99.0,1,INVALID,1.27,7,12,A,True,False,"{""A"": 7, ""PLACEHOLDER_0481"": 3, ""INVALID"": 2}"
482,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0482"": 3, ""INVALID"": 2}"
483,MCQ,A,77.43,3,\TEXT{NONE OF THE LISTED OPTIONS},14.5,8,12,,False,False,"{""A"": 8, ""\\TEXT{NONE OF THE LISTED OPTIONS}"": 3, ""PLACEHOLDER_0483"": 1}"
484,MCQ,C,99.0,1,INVALID,1.27,7,12,C,True,False,"{""C"": 7, ""PLACEHOLDER_0484"": 3, ""INVALID"": 2}"
485,free,135,99.0,1,136,1.27,7,12,135,True,False,"{""135"": 7, ""PLACEHOLDER_0485"": 3, ""136"": 2}"
486,MCQ,B,99.0,1,INVALID,1.27,7,12,B,True,False,"{""B"": 7, ""PLACEHOLDER_0486"": 3, ""INVALID"": 2}"
487,free,-0.9636,41.16,4,"-21.1,\-0.9637",20.27,2,12,,False,False,"{""-0.9636"": 2, ""-21.1,\\-0.9637"": 1, ""-21.1,-0.9635"": 1, ""-21.1,-0.961"": 3, ""-0.9637"": 1, ""-0.9635"": 1, ""-21.1,-0.9637"": 2, ""PLACEHOLDER_0487"": 1}"
488,free,2025!,70.82,3,2.05133e+06,22.37,2,8,,False,False,"{""2025!"": 2, ""2.05133e+06"": 1, ""4050"": 2, ""2"": 1, ""PLACEHOLDER_0488"": 2}"
489,free,\$385,91.65,1,385,7.94,1,12,,False,False,"{""385"": 9, ""\\$385"": 1, ""PLACEHOLDER_0489"": 2}"
490,free,"23.00, 410.0",72.87,3,"23,\text{BTU/sqft},410",14.54,3,12,,False,False,"{""23,410"": 3, ""23,\\text{BTU/sqft},410"": 2, ""23,\\text{BTUs/ft}^2,410,\\text{ft}^2"": 3, ""ft^2"": 1, ""23BTUspersquarefoot,410squarefeet"": 2, ""PLACEHOLDER_0490"": 1}"
491,free,"1255.37,\ 1091.15,\ 1419.59,\ \text{No},\ \text{Central Limit Theorem}",37.29,5,CentralLimitTheorem,30.67,1,12,,False,False,"{""1255.37,\\1091.15,\\1419.59,\\\\text{No},\\\\text{CentralLimitTheorem}"": 1, ""CentralLimitTheorem"": 4, ""1255.37,1091,1420,No,CentralLimitTheorem"": 1, ""1255.37,1091.05,1419.68,No,CentralLimitTheorem"": 3, ""1255.37,1091.05,1419.69,No,CentralLimitTheorem"": 2, ""PLACEHOLDER_0491"": 1}"
492,free,"81\%, A",30.82,5,"81\%,\text{A}",20.1,2,12,"A,A",False,True,"{""81\\%,A"": 2, ""81\\%,\\text{A}"": 1, ""81"": 2, ""INVALID"": 1, ""A"": 1, ""A,A"": 2, ""81A"": 1, ""PLACEHOLDER_0492"": 2}"
493,free,"14.67, B, 0.06866, 0.1083",46.67,4,"14.67,B,0.06867,0.1083",22.98,2,12,,False,False,"{""14.67,B,0.06866,0.1083"": 2, ""14.67,B,0.06867,0.1083"": 1, ""14.68,B,0.06868,0.1083"": 1, ""14.56,\\text{B},0.0687<(p_1-p_2)<0.1083"": 3, ""0.1083"": 2, ""14.67,B,0.0687,0.1083"": 2, ""PLACEHOLDER_0493"": 1}"
494,free,0.06200,51.54,4,8,36.46,4,12,"7, 0.062",False,True,"{""0.062"": 4, ""7,0.062"": 5, ""8"": 1, ""PLACEHOLDER_0494"": 2}"
495,free,"100, 100, 200, 0.255, 5.99, B",55.37,4,B,37.42,1,12,,False,False,"{""B"": 7, ""100,100,200,0.255,5.99,B"": 1, ""100,100,200,0.255,5.991,B"": 2, ""PLACEHOLDER_0495"": 2}"
496,free,99.594,36.1,5,9.594,33.15,1,12,,False,False,"{""9.594"": 6, ""99.594"": 1, ""9.595"": 1, ""9.594^\\circ"": 2, ""PLACEHOLDER_0496"": 2}"
497,free,"1.111, 88.81, 88.81, 0.9004",82.06,2,0.9004,15.22,3,12,,False,False,"{""1.111,88.81,88.81,0.9004"": 3, ""0.9004"": 3, ""1.1106,88.8065^\\circ,88.8065^\\circ,0.9004"": 3, ""1.1106,88.8065,88.8065,0.9004"": 2, ""PLACEHOLDER_0497"": 1}"
