item_id,category,search_status,found_answer,source_url,source_type,confidence,notes
453,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
454,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
455,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
456,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
457,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
458,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
459,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
460,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
461,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
462,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
463,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
464,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
465,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
466,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
467,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
468,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
469,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
470,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
471,MCQ,PARTIAL,"43? (opt[2]) - Ray Li problem, answer not legibly stated",https://cs.stanford.edu/~rayyli/static/contest/tests/geoaime.pdf,ray_li_mock_geo_AIME,80,"Ray Li Mock Geometry AIME (March 2011) Problem 3 EXACTLY (tri ABC BC=9, BP=PQ=2 QC=5, circ APQ cuts AB AC at D E, BD=CE, find m+n for AB/AC). PDF has the PROBLEM only, no solution/answer. Identified source; answer not on a readable page. PARTIAL."
472,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
473,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
475,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
476,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
477,FREE,GOLD,"A. Leading questions",https://aapor.org/wp-content/uploads/2023/01/Question-Wording.pdf,textbook_survey,90,"Canonical survey-design fact: avoid LEADING questions (AAPOR, ABS forms standards, Stanford Handbook of Survey Research all state avoid leading questions verbatim). Answer = option A Leading questions. Stated identically across authoritative sources -> GOLD (was NOT_FOUND)."
478,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
479,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
480,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
481,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
482,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
483,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
484,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
485,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
486,MCQ,PARTIAL,"m=1008 -> 8 (opt[1]) - C(1008,10) from C(999+10-1,10)",https://artofproblemsolving.com/wiki/index.php/Mock_AIME_4_2006-2007_Problems/Problem_8,mock_aime,80,"Mock AIME 4 2006-07 Problem 8 EXACTLY (incr seq a_1<=..<=a_10<=2007, a_i-i even, =C(m,n), m mod 1000). AoPS solution states it = choose 10 w/replacement from 999-elt set = C(1008,10), so m=1008 -> m mod 1000 = 8 = opt[1]. BUT AoPS renders LaTeX as images -> explicit 1008/8 NOT legible in fetch. PARTIAL: derivation stated, opt[1]=8 indicated."
487,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
488,FREE,NOT_FOUND,,,,,"Turbo the Snail mayor of Linetown, 2025 lines no-2-parallel/no-3-concurrent, houses at pairwise intersections. 2025-era olympiad; searches returned only IMO 2024 Turbo (monsters) - not this Linetown problem. No page with this exact problem/answer. NOT_FOUND."
489,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
490,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
491,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
492,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
493,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
494,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
495,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
496,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
497,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
498,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
499,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
500,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
501,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
502,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
503,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
504,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
505,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
507,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
508,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
509,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
510,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
511,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
512,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
513,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
514,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
515,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
516,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
517,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
519,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
520,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
521,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
522,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
523,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
524,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
525,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-4 bulk NOT_FOUND; distinctive items in range searched.
526,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
527,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
528,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
529,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
530,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
531,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
532,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
533,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
534,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
535,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
536,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
537,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
538,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
539,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
540,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
541,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
542,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
543,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
544,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
545,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
546,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
547,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
548,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
550,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
551,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
552,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
553,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
554,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
555,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
556,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
557,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
558,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
559,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
560,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
561,MCQ,NOT_FOUND,,,,,MCQ: prime factorization of 30!. Computable known result (Legendre formula per prime); no page states a verbatim option. NOT_FOUND.
562,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
563,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
564,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
565,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
566,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
567,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
568,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
569,MCQ,NOT_FOUND,,,,,"MCQ: order of GL_2(F_p) = (p^2-1)(p^2-p). Known formula; computable, no stated verbatim option for general p. NOT_FOUND."
571,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
572,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
573,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
574,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
575,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
576,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
577,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
578,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
579,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
580,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
581,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
582,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
583,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
584,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
585,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
586,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
587,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
588,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
589,MCQ,NOT_FOUND,,,,,"MCQ: P(x)=sum_{i=1}^{20}(-x)^{20-i}(x+i)^i, product of roots. Searches returned DIFFERENT poly problems (prod(x-k); AIME 2019 I/10). No page states this product. NOT_FOUND."
590,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
591,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
592,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
593,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
594,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
595,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
597,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
598,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
599,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
600,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
601,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
602,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
603,FREE,PARTIAL,"(a)=C median; (b)=A 50% (further parts not resolved)",https://treese41528.github.io/STAT350/Website/chapter3/lectures/3-5-choosing-the-right-measure-resistance-to-extreme-values.html,textbook_stats,75,"Multi-part. (a) least affected by outlier = median = C (canonical: median resistant/robust to outliers, stated verbatim STAT350/Fanshawe/Harvard DSbook). (b) % between Q1 and Q3 = 50% = A (IQR=middle 50%). Later parts (c)+ not captured in preview. PARTIAL: leading parts canonical, full multi-slot answer not assembled."
604,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
605,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
606,MCQ,NOT_FOUND,,,,,"Putnam 2015 A2 variant: y_0=1,y_1=2,y_a=4y_{a-1}-y_{a-2}, smallest odd prime factor of y_? (variant index, like items 19/211). Putnam page answers a_2015=181 only; no page states THIS index. NOT_FOUND."
607,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
608,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
609,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
610,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
611,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
612,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
613,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
614,MCQ,NOT_FOUND,,,,,"x(x-a)(x-b)(x-c)+1 factorable. Found the CLASSIC irreducibility theorem ((x-a_1)...(x-a_n)+1 irreducible for distinct a_i, odd n) on MSE/PDF, but our specific question (count/which a,b,c) answer not stated. NOT_FOUND (theorem found, specific answer not)."
615,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
616,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
617,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
618,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
619,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
620,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
621,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
622,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
623,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
624,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
625,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
626,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
627,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
628,FREE,NOT_FOUND,,,,,Generic textbook drill / computable exercise (no findable stated-answer page). Batch-5 bulk NOT_FOUND; distinctive items searched.
629,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
630,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
631,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
632,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
633,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
634,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
635,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
636,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
637,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
638,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
639,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
